px,pz,batter,pitchcall,pitch,ev,la,dist
1.36427,0.31719,Example LHB,BallCalled,Fastball,NA,NA,NA
0.85687,1.0672,Example LHB,FoulBall,Fastball,NA,NA,NA
1.59732,1.51616,Example LHB,BallCalled,Curveball,NA,NA,NA
-0.79525,4.09708,Example LHB,BallCalled,Fastball,NA,NA,NA
-0.32564,1.25069,Example LHB,InPlay,Fastball,61.16847,-4.303513,NA
0.2953,2.46648,Example LHB,InPlay,Fastball,94.77848,-13.115223,11.0826
0.10984,2.0975,Example RHB,StrikeCalled,Fastball,NA,NA,NA
-0.95901,2.21777,Example RHB,StrikeSwinging,Slider,NA,NA,NA
1.48202,3.14646,Example RHB,BallCalled,Curveball,NA,NA,NA
-1.26605,2.91405,Example RHB,StrikeCalled,Curveball,NA,NA,NA
2.09317,3.8835,Example LHB,BallCalled,Fastball,NA,NA,NA
0.64085,2.46671,Example LHB,InPlay,Fastball,89.74015,1.178315,52.27003
-0.98167,-0.96719,Example RHB,BallinDirt,Curveball,NA,NA,NA
-0.6967,2.44833,Example RHB,StrikeSwinging,Fastball,NA,NA,NA
-0.61823,0.73838,Example LHB,BallinDirt,Fastball,NA,NA,NA
0.40326,4.14605,Example RHB,BallCalled,Fastball,NA,NA,NA
-0.88204,2.8671,Example RHB,StrikeCalled,Fastball,NA,NA,NA
-0.1514,0.99631,Example LHB,BallCalled,Slider,NA,NA,NA
-1.00423,0.71742,Example RHB,BallCalled,Slider,NA,NA,NA
0.89327,2.75554,Example LHB,StrikeCalled,Fastball,NA,NA,NA
0.40535,2.9467,Example LHB,FoulBall,Fastball,74.38285,25.960242,218.53719
0.20881,1.79808,Example LHB,StrikeCalled,Slider,NA,NA,NA
-0.74362,0.34222,Example LHB,BallCalled,ChangeUp,NA,NA,NA
0.44209,1.33385,Example LHB,StrikeCalled,Fastball,NA,NA,NA
0.67868,3.44939,Example LHB,InPlay,Fastball,96.15582,23.63778,372.17824
-0.59118,4.44015,Example RHB,StrikeSwinging,Fastball,NA,NA,NA
1.28196,4.72462,Example RHB,HitByPitch,Fastball,42.09373,-16.326288,11.71432
-0.91919,2.13719,Example RHB,StrikeCalled,Fastball,NA,NA,NA
-0.33175,1.76308,Example RHB,FoulBall,Curveball,NA,NA,NA
-1.20493,2.1971,Example RHB,StrikeCalled,Fastball,NA,NA,NA
-0.64229,2.4536,Example RHB,StrikeCalled,Fastball,NA,NA,NA
1.41786,2.87318,Example RHB,StrikeCalled,Fastball,NA,NA,NA
-0.78398,1.71346,Example LHB,BallCalled,Fastball,NA,NA,NA
0.54858,2.57851,Example RHB,FoulBall,Fastball,78.09654,33.425297,241.26281
0.37556,2.02174,Example RHB,InPlay,Fastball,80.24701,34.594322,262.90705
-0.08148,1.87591,Example LHB,FoulBall,Fastball,67.54142,52.805001,216.3064
-0.86017,2.46772,Example LHB,InPlay,Fastball,88.90246,5.191843,93.52229
-0.2858,2.69795,Example LHB,StrikeSwinging,Fastball,NA,NA,NA
0.73717,2.84486,Example RHB,InPlay,Fastball,87.25094,17.128787,230.51004
-0.3664,2.74419,Example LHB,FoulBall,ChangeUp,56.0714,29.134415,131.62362
-0.27867,2.11466,Example RHB,InPlay,Fastball,91.12117,-5.53289,25.0019
0.02924,0.25862,Example LHB,BallCalled,Fastball,NA,NA,NA
-1.24162,0.96964,Example LHB,BallCalled,Slider,NA,NA,NA
-0.63772,1.11813,Example LHB,InPlay,Fastball,NA,NA,NA
0.53616,2.06662,Example RHB,StrikeCalled,Fastball,NA,NA,NA
-0.85335,1.42083,Example RHB,InPlay,Curveball,65.33568,-26.632452,5.48678
-0.49107,2.58017,Example RHB,StrikeCalled,Fastball,NA,NA,NA
-0.02205,4.59085,Example LHB,BallCalled,Fastball,NA,NA,NA
0.48156,3.10203,Example RHB,FoulBall,Fastball,NA,NA,NA
-0.1107,1.14275,Example LHB,FoulBall,Slider,NA,NA,NA
-0.23186,1.80027,Example RHB,StrikeCalled,Fastball,NA,NA,NA
1.25594,2.50558,Example RHB,BallCalled,Fastball,NA,NA,NA
0.29966,0.76588,Example LHB,StrikeSwinging,Curveball,NA,NA,NA
0.60152,3.603,Example RHB,StrikeSwinging,Fastball,NA,NA,NA
1.58209,2.84398,Example LHB,StrikeSwinging,Fastball,NA,NA,NA
2.30868,4.51863,Example LHB,BallCalled,Fastball,NA,NA,NA
0.09063,2.35532,Example LHB,InPlay,Fastball,75.18458,-67.85674,0.79062
-1.51365,2.69885,Example RHB,BallCalled,Fastball,NA,NA,NA
0.97623,2.59955,Example LHB,StrikeSwinging,ChangeUp,NA,NA,NA
0.1934,2.07486,Example LHB,FoulBall,ChangeUp,NA,NA,NA
1.2194,1.96365,Example RHB,BallCalled,Fastball,NA,NA,NA
-0.21355,4.54348,Example LHB,BallCalled,Fastball,NA,NA,NA
-1.17268,2.73789,Example RHB,FoulBall,Fastball,72.4025,42.163454,236.64042
0.10281,2.42946,Example LHB,InPlay,Slider,90.42672,34.698793,337.2595
-0.43524,2.52624,Example RHB,StrikeSwinging,Fastball,NA,NA,NA
-0.33105,3.03299,Example LHB,FoulBall,Fastball,71.88911,45.649132,193.62056
-0.63852,3.92793,Example RHB,BallCalled,Fastball,NA,NA,NA
0.54051,1.97708,Example RHB,StrikeCalled,Curveball,NA,NA,NA
1.2324,5.25861,Example LHB,BallCalled,Curveball,NA,NA,NA
0.75023,3.41999,Example RHB,BallCalled,Slider,NA,NA,NA
0.82199,1.05377,Example LHB,FoulBall,Slider,53.96042,6.00672,44.02171
1.62365,2.90454,Example RHB,BallCalled,Slider,NA,NA,NA
-0.05322,1.78192,Example LHB,FoulBall,Fastball,72.44668,58.704531,196.18071
0.20677,1.34278,Example RHB,InPlay,Slider,102.97854,11.452003,165.06167
0.25925,2.53158,Example RHB,StrikeCalled,Fastball,NA,NA,NA
-1.2297,3.11429,Example RHB,StrikeCalled,Fastball,NA,NA,NA
0.76976,3.68232,Example RHB,BallCalled,Fastball,NA,NA,NA
0.12592,1.64576,Example LHB,StrikeCalled,Fastball,NA,NA,NA
-2.04488,1.99009,Example RHB,BallCalled,Slider,NA,NA,NA
0.35461,2.89176,Example RHB,InPlay,Fastball,70.09438,-33.549645,6.22265
1.49339,1.0066,Example LHB,BallinDirt,Curveball,NA,NA,NA
1.01188,3.25096,Example RHB,InPlay,Fastball,NA,NA,NA
-0.81389,2.72997,Example RHB,StrikeSwinging,Fastball,NA,NA,NA
-0.88566,1.56333,Example RHB,StrikeSwinging,Fastball,NA,NA,NA
-0.17573,1.75674,Example RHB,StrikeCalled,Fastball,NA,NA,NA
-0.92467,3.24782,Example RHB,BallCalled,Fastball,NA,NA,NA
-1.1107,0.83145,Example RHB,BallCalled,Slider,NA,NA,NA
0.73795,2.35819,Example LHB,FoulBall,Fastball,NA,NA,NA
0.16763,2.71958,Example RHB,InPlay,Fastball,96.12608,5.520243,95.58987
-1.90347,0.23418,Example RHB,BallCalled,Curveball,NA,NA,NA
-0.93407,2.00105,Example RHB,StrikeSwinging,Fastball,NA,NA,NA
-0.20883,4.1946,Example LHB,BallCalled,Fastball,NA,NA,NA
1.08338,2.35994,Example LHB,FoulBall,ChangeUp,NA,NA,NA
-0.33535,2.29494,Example RHB,FoulBall,Fastball,87.89776,45.658331,274.03062
-0.55987,2.01894,Example RHB,InPlay,Curveball,87.74957,-6.675838,26.64905
-2.30218,2.03728,Example RHB,BallCalled,Fastball,NA,NA,NA
-0.73623,1.84858,Example RHB,FoulBall,Curveball,NA,NA,NA
-1.95381,3.00863,Example RHB,BallCalled,Fastball,NA,NA,NA
0.58282,2.21164,Example LHB,StrikeCalled,Fastball,NA,NA,NA
-1.96704,4.10233,Example RHB,BallCalled,Fastball,NA,NA,NA
-0.14802,2.15928,Example RHB,InPlay,Fastball,96.20363,21.421653,313.985
-0.42699,0.83644,Example LHB,FoulBall,ChangeUp,81.1531,9.076982,126.72628
-0.45732,2.26246,Example LHB,StrikeCalled,Fastball,NA,NA,NA
0.35836,1.38223,Example LHB,BallCalled,Fastball,NA,NA,NA
0.50322,2.30669,Example LHB,FoulBall,Fastball,76.1582,40.727559,271.24937
1.12825,2.58922,Example RHB,InPlay,Fastball,39.36416,4.150969,32.63186
-0.6866,2.88719,Example RHB,StrikeCalled,Fastball,NA,NA,NA
-1.06116,0.98353,Example RHB,BallCalled,Fastball,NA,NA,NA
-0.16201,3.06538,Example RHB,InPlay,Curveball,87.65961,53.296722,227.45634
-1.99734,1.5841,Example RHB,BallCalled,Fastball,NA,NA,NA
0.35131,2.64689,Example RHB,FoulBall,Fastball,NA,NA,NA
0.78893,1.74971,Example LHB,StrikeCalled,Slider,NA,NA,NA
0.86257,2.3226,Example LHB,FoulBall,Fastball,70.70357,54.579901,281.79064
-0.38237,1.95189,Example LHB,FoulBall,Curveball,90.42681,-4.65338,29.52337
-2.29125,2.17802,Example RHB,BallCalled,Fastball,NA,NA,NA
-0.60055,2.27011,Example RHB,FoulBall,Fastball,NA,NA,NA
0.19284,4.52902,Example RHB,BallCalled,Fastball,NA,NA,NA
-0.8896,0.84502,Example LHB,BallCalled,ChangeUp,NA,NA,NA
0.82051,1.81594,Example LHB,FoulBall,Fastball,83.01036,10.09511,153.53762
-0.08733,2.1172,Example LHB,StrikeSwinging,Fastball,NA,NA,NA
0.18001,1.6038,Example LHB,FoulBall,Fastball,72.86029,40.05244,NA
-1.27981,-0.35635,Example LHB,BallinDirt,Slider,NA,NA,NA
-0.40889,1.69741,Example LHB,InPlay,ChangeUp,78.8777,12.86172,139.51721
-0.25976,2.69179,Example RHB,StrikeSwinging,Fastball,NA,NA,NA
-1.24858,3.99137,Example RHB,BallCalled,Slider,NA,NA,NA
-0.84156,2.53622,Example RHB,FoulBall,Slider,NA,NA,NA
1.79218,1.45166,Example LHB,BallCalled,Fastball,NA,NA,NA
-0.31519,1.11047,Example LHB,BallCalled,Slider,NA,NA,NA
0.51151,2.63739,Example LHB,InPlay,ChangeUp,95.9888,24.63432,370.58194
-0.47531,3.58385,Example RHB,FoulBall,ChangeUp,70.00306,65.416986,170.32943
-1.14935,3.03924,Example RHB,StrikeCalled,Fastball,NA,NA,NA
-1.07256,3.37243,Example RHB,BallCalled,Fastball,NA,NA,NA
0.52393,0.54238,Example LHB,BallCalled,Slider,NA,NA,NA
-0.49409,3.60105,Example RHB,BallCalled,Fastball,NA,NA,NA
-0.98906,1.05102,Example RHB,BallCalled,Slider,NA,NA,NA
0.5733,1.83069,Example RHB,StrikeCalled,Fastball,NA,NA,NA
1.79524,2.26561,Example LHB,BallCalled,Fastball,NA,NA,NA
0.21309,1.07215,Example LHB,BallCalled,Fastball,NA,NA,NA
0.43782,3.05495,Example LHB,FoulBall,Fastball,NA,NA,NA
0.56774,2.49659,Example LHB,InPlay,Slider,103.21385,14.904856,272.60253
0.33214,2.12673,Example RHB,InPlay,Slider,55.69329,63.52892,94.20698
-0.1099,1.83752,Example RHB,InPlay,Fastball,75.42125,-48.914745,1.9062
-0.30614,1.67604,Example RHB,StrikeCalled,Fastball,NA,NA,NA
-0.90146,2.94346,Example RHB,StrikeSwinging,Fastball,NA,NA,NA
0.94033,2.11502,Example LHB,StrikeSwinging,Fastball,NA,NA,NA
0.11,2.16705,Example LHB,StrikeSwinging,Fastball,NA,NA,NA
0.58105,3.23518,Example RHB,BallCalled,Slider,NA,NA,NA
0.20458,3.54762,Example LHB,FoulBall,ChangeUp,NA,NA,NA
1.84502,2.65348,Example LHB,BallCalled,Fastball,NA,NA,NA
-0.25792,2.36188,Example RHB,FoulBall,Fastball,66.69802,54.770694,218.28227
0.20208,2.70485,Example LHB,InPlay,Curveball,83.37819,32.936573,294.83449
-1.20958,2.60406,Example RHB,StrikeSwinging,Fastball,NA,NA,NA
-0.54276,0.17447,Example LHB,BallinDirt,Curveball,NA,NA,NA
0.07893,1.77136,Example RHB,StrikeCalled,Fastball,NA,NA,NA
0.9199,2.99994,Example LHB,StrikeCalled,Fastball,NA,NA,NA
1.33257,2.36171,Example RHB,BallCalled,Fastball,NA,NA,NA
0.92876,1.26749,Example LHB,BallCalled,Fastball,NA,NA,NA
-1.30703,1.28981,Example RHB,BallCalled,Fastball,NA,NA,NA
-0.50446,2.00886,Example RHB,StrikeCalled,Fastball,NA,NA,NA
1.3234,3.75865,Example RHB,BallCalled,Fastball,NA,NA,NA
-0.06748,1.04105,Example RHB,BallCalled,Fastball,NA,NA,NA
0.40365,1.32875,Example LHB,BallCalled,Fastball,NA,NA,NA
0.77896,2.83903,Example LHB,StrikeCalled,Fastball,NA,NA,NA
-0.00483,0.57757,Example RHB,BallCalled,Slider,NA,NA,NA
-0.61012,2.77517,Example LHB,FoulBall,Fastball,NA,NA,NA
0.6204,2.49269,Example LHB,FoulBall,Fastball,71.19609,23.826858,159.31401
-1.72901,1.12562,Example RHB,StrikeSwinging,Curveball,NA,NA,NA
1.29322,3.075,Example RHB,BallCalled,Curveball,NA,NA,NA
-0.04969,3.59074,Example RHB,BallCalled,Curveball,NA,NA,NA
-1.88745,1.45226,Example RHB,BallCalled,Fastball,NA,NA,NA
1.49068,3.22722,Example RHB,BallCalled,Fastball,NA,NA,NA
-0.26822,2.47906,Example RHB,InPlay,Fastball,98.4652,21.261729,328.97763
0.93702,3.7722,Example LHB,BallCalled,Fastball,NA,NA,NA
-0.02515,-0.10429,Example RHB,BallinDirt,Slider,NA,NA,NA
-0.3286,1.89025,Example RHB,FoulBall,Fastball,74.71467,33.914735,217.1245
-0.43909,2.82965,Example LHB,InPlay,Fastball,70.28331,3.389959,53.39367
-0.23552,2.94413,Example LHB,StrikeSwinging,Fastball,NA,NA,NA
-0.46377,2.19999,Example RHB,StrikeSwinging,Fastball,NA,NA,NA
0.08958,2.36602,Example RHB,StrikeSwinging,Fastball,NA,NA,NA
-1.56532,-0.11105,Example RHB,BallinDirt,Slider,NA,NA,NA
-0.9371,2.66587,Example RHB,FoulBall,Fastball,NA,NA,NA
1.39596,3.8328,Example LHB,BallCalled,Fastball,NA,NA,NA
1.29298,2.60014,Example LHB,BallCalled,ChangeUp,NA,NA,NA
1.82429,1.12445,Example LHB,StrikeCalled,Slider,NA,NA,NA
0.73134,3.3753,Example RHB,FoulBall,Fastball,66.26025,44.690069,187.5179
-1.83071,3.70518,Example RHB,BallCalled,Slider,NA,NA,NA
2.47567,1.06288,Example LHB,BallCalled,Fastball,NA,NA,NA
NA,NA,Example RHB,InPlay,Fastball,NA,NA,NA
-0.05281,2.42245,Example LHB,StrikeCalled,Curveball,NA,NA,NA
-0.40762,2.08897,Example RHB,FoulBall,Curveball,82.59177,60.323681,196.38892
1.67551,3.02449,Example RHB,BallCalled,Fastball,NA,NA,NA
-1.39827,-1.12437,Example RHB,BallCalled,ChangeUp,NA,NA,NA
0.63357,2.56732,Example LHB,FoulBall,Fastball,NA,NA,NA
1.42452,4.02593,Example LHB,BallCalled,Fastball,NA,NA,NA
-0.48702,2.88442,Example RHB,StrikeCalled,Fastball,NA,NA,NA
-0.49084,3.64998,Example RHB,BallCalled,Fastball,NA,NA,NA
-1.08842,4.27878,Example RHB,BallCalled,Fastball,NA,NA,NA
0.30213,1.00459,Example LHB,StrikeSwinging,ChangeUp,NA,NA,NA
-0.56543,2.12577,Example RHB,StrikeCalled,Curveball,NA,NA,NA
-0.22422,1.58295,Example RHB,InPlay,Fastball,100.6654,36.774196,363.78884
-0.10879,2.20508,Example LHB,FoulBall,Fastball,70.35102,33.402191,221.5134
2.50641,4.10706,Example LHB,BallCalled,Fastball,NA,NA,NA
0.89687,-0.08816,Example LHB,BallCalled,Fastball,NA,NA,NA
-1.66363,1.53897,Example RHB,BallCalled,Slider,NA,NA,NA
0.47254,2.11131,Example LHB,InPlay,Fastball,100.96089,7.941219,163.23839
0.09497,2.84681,Example RHB,StrikeCalled,Curveball,NA,NA,NA
-0.57634,1.69739,Example LHB,StrikeCalled,Fastball,NA,NA,NA
0.32581,2.16394,Example LHB,InPlay,Fastball,96.8886,13.146295,270.98619
0.28536,3.37903,Example RHB,StrikeSwinging,Fastball,NA,NA,NA
1.33177,3.83666,Example RHB,BallCalled,Slider,NA,NA,NA
-1.24882,1.51688,Example RHB,StrikeCalled,Slider,NA,NA,NA
0.60067,3.00557,Example RHB,FoulBall,Fastball,67.89561,18.17038,137.30771
-0.1904,2.4122,Example RHB,InPlay,Fastball,99.89939,15.842161,283.68909
-0.26674,2.26256,Example RHB,FoulBall,Slider,58.9218,13.720304,94.67151
1.3799,5.01949,Example RHB,BallCalled,Fastball,NA,NA,NA
2.89665,3.39197,Example LHB,BallCalled,Curveball,NA,NA,NA
-0.02186,2.5436,Example LHB,InPlay,Fastball,80.46151,7.422705,107.25428
-0.87575,3.97143,Example RHB,BallCalled,Fastball,NA,NA,NA
0.77858,2.3382,Example RHB,StrikeCalled,Fastball,NA,NA,NA
-0.08283,3.9195,Example LHB,BallCalled,Fastball,NA,NA,NA
-0.79365,1.22087,Example LHB,FoulBall,Fastball,NA,NA,NA
-0.78131,2.276,Example LHB,FoulBall,Fastball,67.61656,4.452065,83.83524
-0.42597,1.66333,Example RHB,InPlay,Curveball,80.48731,-25.101419,7.1622
-0.59574,-0.56822,Example RHB,BallCalled,Slider,NA,NA,NA
0.33994,2.50306,Example LHB,StrikeCalled,Curveball,69.65883,31.615186,199.19781
-0.33542,3.5639,Example RHB,StrikeSwinging,ChangeUp,NA,NA,NA
-1.61341,3.62306,Example LHB,HitByPitch,Curveball,NA,NA,NA
-1.21319,2.17932,Example RHB,BallCalled,Curveball,NA,NA,NA
-0.42285,1.82852,Example RHB,InPlay,Slider,99.79503,29.95439,400.94533
-1.8701,1.75022,Example RHB,BallCalled,Slider,NA,NA,NA
-1.19388,2.91645,Example RHB,FoulBall,Fastball,NA,NA,NA
1.05619,2.36621,Example LHB,StrikeSwinging,Fastball,NA,NA,NA
0.76732,2.82213,Example RHB,InPlay,Fastball,72.49299,18.145206,176.57082
-0.52019,3.69228,Example RHB,BallCalled,Fastball,NA,NA,NA
-0.71384,1.30286,Example RHB,BallCalled,ChangeUp,NA,NA,NA
0.67336,3.59965,Example LHB,BallCalled,Fastball,NA,NA,NA
-0.10777,1.92292,Example RHB,FoulBall,Fastball,92.39824,18.014303,290.16152
0.47003,2.54295,Example LHB,InPlay,Fastball,98.92949,12.197974,232.9171
0.95439,2.47607,Example LHB,StrikeCalled,Slider,NA,NA,NA
0.16038,1.42269,Example LHB,InPlay,Fastball,66.03391,-53.391501,1.94972
-0.72228,1.20495,Example RHB,BallCalled,Fastball,NA,NA,NA
0.46868,1.62537,Example LHB,StrikeSwinging,Slider,NA,NA,NA
0.52622,0.478,Example LHB,BallCalled,Fastball,NA,NA,NA
-0.5911,2.72748,Example RHB,StrikeSwinging,Curveball,NA,NA,NA
0.53746,1.6923,Example RHB,InPlay,Curveball,70.09835,-6.935742,17.54942
0.52375,2.99504,Example RHB,FoulBall,Fastball,NA,NA,NA
1.01312,3.17613,Example RHB,FoulBall,Fastball,71.55893,8.36437,133.31179
-0.29115,1.94494,Example RHB,StrikeCalled,Fastball,NA,NA,NA
-1.22475,4.28914,Example RHB,BallCalled,Fastball,NA,NA,NA
-0.30966,1.27903,Example RHB,InPlay,Slider,100.29765,15.070099,263.06743
1.11169,4.39672,Example LHB,BallCalled,Fastball,NA,NA,NA
-0.7833,1.72729,Example LHB,InPlay,Fastball,85.62737,7.909421,143.18069
-0.64707,3.04524,Example LHB,FoulBall,Curveball,66.86505,46.772688,211.68206
0.2224,3.06789,Example LHB,InPlay,Fastball,78.31801,25.608141,281.32408
-2.79801,-1.4231,Example RHB,BallinDirt,Curveball,NA,NA,NA
-1.54926,3.63173,Example LHB,HitByPitch,Fastball,NA,NA,NA
0.27839,2.8461,Example LHB,StrikeSwinging,Fastball,NA,NA,NA
0.51976,2.03702,Example LHB,FoulBall,Fastball,84.62682,57.319621,173.29423
-0.05976,2.97389,Example RHB,StrikeSwinging,Fastball,NA,NA,NA
0.55963,3.254,Example RHB,StrikeSwinging,Fastball,NA,NA,NA
-0.02627,2.74256,Example RHB,StrikeSwinging,Fastball,NA,NA,NA
0.21272,0.5742,Example LHB,StrikeSwinging,Slider,NA,NA,NA
-1.01695,0.63407,Example RHB,BallCalled,Curveball,NA,NA,NA
1.29453,0.14021,Example LHB,BallCalled,Fastball,NA,NA,NA
0.10306,3.19325,Example RHB,StrikeSwinging,Fastball,NA,NA,NA
0.31182,2.82308,Example RHB,StrikeSwinging,Fastball,NA,NA,NA
1.56304,2.63943,Example LHB,BallCalled,Fastball,NA,NA,NA
-1.01319,2.68996,Example RHB,StrikeSwinging,Fastball,NA,NA,NA
-0.6001,0.91005,Example RHB,BallCalled,ChangeUp,NA,NA,NA
0.22372,3.27903,Example LHB,InPlay,Fastball,86.97818,-25.325991,8.32647
0.44924,3.74468,Example LHB,StrikeSwinging,Fastball,NA,NA,NA
-0.73882,0.35928,Example LHB,BallCalled,Fastball,NA,NA,NA
1.18186,2.31721,Example LHB,StrikeCalled,Cutter,NA,NA,NA
0.07107,2.35149,Example LHB,InPlay,Fastball,70.22701,-48.205318,2.65109
0.45882,1.30012,Example LHB,InPlay,Slider,96.47839,-4.853117,17.6805
-0.24531,3.25972,Example RHB,StrikeCalled,Slider,NA,NA,NA
1.36701,2.42195,Example LHB,BallCalled,ChangeUp,NA,NA,NA
1.82636,2.49797,Example LHB,BallCalled,ChangeUp,NA,NA,NA
-0.0805,4.83729,Example RHB,BallCalled,Slider,NA,NA,NA
-1.78953,0.67772,Example RHB,BallCalled,Fastball,NA,NA,NA
1.17384,2.42636,Example LHB,StrikeCalled,Fastball,NA,NA,NA
-2.76436,2.50804,Example RHB,BallCalled,Fastball,NA,NA,NA
1.62924,0.95683,Example RHB,BallCalled,Fastball,NA,NA,NA
-0.10529,2.86176,Example LHB,FoulBall,Fastball,77.30519,16.295773,163.80877
-0.51426,2.40527,Example LHB,FoulBall,Fastball,NA,NA,NA
0.36449,2.37914,Example LHB,InPlay,ChangeUp,86.50479,51.740486,272.73739
-0.10232,2.82031,Example LHB,StrikeSwinging,Fastball,NA,NA,NA
-0.70473,0.74809,Example LHB,BallCalled,Fastball,NA,NA,NA
-0.34839,3.59277,Example LHB,BallCalled,ChangeUp,NA,NA,NA
1.12303,1.69488,Example LHB,StrikeCalled,Fastball,NA,NA,NA
-1.00297,3.05919,Example LHB,BallCalled,Fastball,NA,NA,NA
0.80283,2.07762,Example LHB,FoulBall,Fastball,75.60782,39.293113,223.69156
1.10448,4.51134,Example LHB,BallCalled,Fastball,NA,NA,NA
-0.72514,2.58061,Example LHB,BallCalled,Curveball,NA,NA,NA
-1.4449,2.98881,Example LHB,BallCalled,Fastball,NA,NA,NA
1.22035,0.60772,Example LHB,BallCalled,ChangeUp,NA,NA,NA
1.11426,1.1314,Example LHB,BallCalled,ChangeUp,NA,NA,NA
0.00747,2.1389,Example LHB,InPlay,Fastball,86.26776,8.462113,151.45012
-0.50831,3.08283,Example RHB,StrikeSwinging,Fastball,NA,NA,NA
-0.30803,1.6538,Example RHB,StrikeSwinging,ChangeUp,NA,NA,NA
0.25214,2.57398,Example LHB,FoulBall,Fastball,89.21112,31.011591,316.24044
0.76919,3.58524,Example RHB,StrikeSwinging,Splitter,NA,NA,NA
-0.63183,2.82311,Example RHB,StrikeCalled,Fastball,NA,NA,NA
-0.49252,1.44389,Example LHB,StrikeCalled,Fastball,NA,NA,NA
0.39887,2.93033,Example LHB,FoulBall,Fastball,NA,NA,NA
-0.07424,1.72945,Example LHB,FoulBall,Fastball,72.20635,21.228594,131.38535
-0.42216,1.48786,Example LHB,StrikeCalled,Fastball,NA,NA,NA
0.03403,0.8878,Example LHB,BallCalled,Fastball,NA,NA,NA
-0.13281,1.87869,Example LHB,StrikeCalled,Fastball,NA,NA,NA
0.11642,2.43995,Example LHB,InPlay,Fastball,101.17181,17.142813,319.78362
1.63381,2.27868,Example LHB,BallCalled,Fastball,NA,NA,NA
-0.19009,3.34911,Example LHB,StrikeCalled,Splitter,NA,NA,NA
0.45712,3.62386,Example LHB,StrikeSwinging,Fastball,NA,NA,NA
2.12889,3.80941,Example LHB,BallCalled,Fastball,NA,NA,NA
-0.04586,2.6744,Example LHB,InPlay,Fastball,92.86872,10.525139,165.01454
-0.5155,3.67606,Example LHB,FoulBall,Fastball,80.58749,53.407071,NA
-0.98988,2.57895,Example LHB,BallCalled,Fastball,NA,NA,NA
0.23036,1.56228,Example LHB,InPlay,ChangeUp,83.55271,24.845656,301.55639
-0.48551,2.00962,Example RHB,StrikeCalled,Fastball,NA,NA,NA
0.57179,2.89626,Example LHB,StrikeCalled,Curveball,NA,NA,NA
-0.56251,2.48447,Example LHB,FoulBall,Slider,67.93311,44.594868,NA
1.53519,3.79562,Example LHB,BallCalled,Fastball,NA,NA,NA
1.47003,2.65631,Example LHB,BallCalled,Fastball,NA,NA,NA
0.32301,1.82287,Example LHB,FoulBall,Curveball,64.30992,54.29983,167.32459
0.50257,2.55669,Example LHB,InPlay,Fastball,100.71732,6.458196,134.32841
0.15142,2.0341,Example LHB,InPlay,Slider,88.5576,-1.837882,29.23024
-0.55353,1.20448,Example RHB,FoulBall,Curveball,NA,NA,NA
0.48658,2.06952,Example RHB,FoulBall,Fastball,NA,NA,NA
-0.29477,2.82659,Example RHB,StrikeCalled,Fastball,NA,NA,NA
1.84564,4.41662,Example LHB,BallCalled,Fastball,NA,NA,NA
-0.70287,3.06186,Example LHB,BallCalled,Fastball,NA,NA,NA
2.16585,3.11903,Example LHB,BallCalled,Fastball,NA,NA,NA
1.33779,2.06531,Example LHB,InPlay,Slider,66.7288,21.389769,182.21248
0.85086,3.21797,Example LHB,StrikeCalled,Fastball,NA,NA,NA
0.73454,1.80714,Example LHB,StrikeCalled,Fastball,NA,NA,NA
-0.5365,3.87897,Example LHB,BallCalled,Fastball,NA,NA,NA
0.31061,1.84239,Example LHB,StrikeSwinging,Fastball,NA,NA,NA
1.25912,2.2615,Example LHB,FoulBall,Slider,NA,NA,NA
-1.65224,2.13677,Example RHB,BallCalled,Fastball,NA,NA,NA
-1.51325,2.1944,Example RHB,BallCalled,Fastball,NA,NA,NA
-0.62765,0.80974,Example RHB,BallinDirt,Curveball,NA,NA,NA
0.15476,2.02089,Example LHB,StrikeCalled,Curveball,NA,NA,NA
1.13644,2.55622,Example LHB,StrikeSwinging,Curveball,NA,NA,NA
-1.12492,2.11091,Example LHB,FoulBall,Fastball,67.44135,26.129231,NA
0.77209,1.11041,Example LHB,BallCalled,Fastball,NA,NA,NA
2.12888,2.39822,Example LHB,BallCalled,Slider,NA,NA,NA
0.43582,1.29454,Example LHB,InPlay,Curveball,87.33818,1.429663,57.53645
-0.41168,1.8695,Example RHB,StrikeCalled,Fastball,NA,NA,NA
-0.46307,1.92019,Example RHB,StrikeCalled,Fastball,NA,NA,NA
-1.26777,0.57996,Example RHB,StrikeSwinging,Curveball,NA,NA,NA
1.74536,3.42071,Example LHB,BallCalled,Fastball,NA,NA,NA
1.86369,1.28725,Example LHB,BallCalled,ChangeUp,NA,NA,NA
-0.11419,3.06306,Example LHB,FoulBall,Fastball,91.98717,40.415906,NA
0.18133,2.32124,Example LHB,StrikeSwinging,Fastball,NA,NA,NA
0.28041,0.74005,Example LHB,BallCalled,Fastball,NA,NA,NA
0.88827,2.71277,Example LHB,StrikeCalled,Fastball,NA,NA,NA
0.85287,0.73666,Example LHB,BallCalled,Slider,NA,NA,NA
0.37794,1.02359,Example LHB,BallCalled,Fastball,NA,NA,NA
1.51571,3.94852,Example LHB,BallCalled,Fastball,NA,NA,NA
-0.50896,2.19165,Example LHB,InPlay,Fastball,91.46933,28.897776,343.03586
-0.24685000000000001,2.46313,Example LHB,FoulBall,Fastball,81.88983,36.440849,292.24422
