"year","Player","school","conference","1B","BB","HBP","IBB","SB","CS"
2016,"Jakubowski, Tommy","LIU","NEC",33,25,1,3,28,6
2016,"Lamboy, Brian","LIU","NEC",42,30,7,0,6,7
2016,"Mercadante, Joe","LIU","NEC",13,16,5,0,3,1
2016,"Misiano, Charles","LIU","NEC",33,21,6,1,18,3
2016,"Paiotti, Dom","LIU","NEC",19,12,2,1,4,3
2016,"Preschel, Harrison","LIU","NEC",30,15,9,0,6,1
2016,"Rios, Luis","LIU","NEC",7,7,0,0,2,1
2016,"Ruth, Kyle","LIU","NEC",21,16,6,0,5,1
2016,"Turner, Andrew","LIU","NEC",20,10,4,0,1,3
2017,"Arias de los Santos, Luis","LIU","NEC",25,19,5,0,10,1
2017,"Capo, Anthony","LIU","NEC",23,13,2,0,2,0
2017,"Curcio, Joe","LIU","NEC",27,34,6,0,3,4
2017,"Griswold, Rob","LIU","NEC",7,4,0,0,2,0
2017,"Jackson, William","LIU","NEC",8,7,3,0,3,1
2017,"Mercadante, Joe","LIU","NEC",40,27,7,0,11,4
2017,"Misiano, Charles","LIU","NEC",44,32,11,0,19,3
2017,"Modica, Edward","LIU","NEC",13,14,3,0,1,0
2017,"Paiotti, Dom","LIU","NEC",44,26,4,0,17,5
2017,"Preschel, Harrison","LIU","NEC",35,19,7,1,9,1
2017,"Smith, Andrew","LIU","NEC",30,10,2,0,8,3
2017,"Turner, Andrew","LIU","NEC",35,17,12,1,2,3
2018,"Arias de los Santos, Luis","LIU","NEC",37,39,4,0,16,2
2018,"Briggs, Alex","LIU","NEC",29,18,7,0,7,4
2018,"Curcio, Joe","LIU","NEC",13,18,4,0,2,1
2018,"Griswold, Rob","LIU","NEC",11,3,0,0,2,0
2018,"Hallum, Brock","LIU","NEC",20,21,1,0,1,1
2018,"Mercadante, Joe","LIU","NEC",11,8,1,0,0,1
2018,"Modica, Edward","LIU","NEC",48,15,8,0,3,3
2018,"Paiotti, Dom","LIU","NEC",35,26,2,0,9,3
2018,"Smith, Andrew","LIU","NEC",30,30,8,0,11,5
2018,"Turner, Andrew","LIU","NEC",36,32,16,4,2,0
2018,"Vaughn Jr., Gregory","LIU","NEC",35,33,5,0,18,6
2018,"Warneke, Anthony","LIU","NEC",42,33,2,1,13,4
2019,"Adams, Colin","LIU","NEC",20,21,3,0,1,1
2019,"Bechtold, Tim","LIU","NEC",25,20,4,1,14,3
2019,"Briggs, Alex","LIU","NEC",40,20,4,1,5,2
2019,"Griswold, Rob","LIU","NEC",46,26,6,0,11,8
2019,"Hallum, Brock","LIU","NEC",37,46,3,0,5,4
2019,"Mercadante, Joe","LIU","NEC",44,38,12,0,7,3
2019,"Modica, Edward","LIU","NEC",13,12,7,0,2,0
2019,"Monegro, Luiny","LIU","NEC",24,25,4,0,3,1
2019,"Smith, Andrew","LIU","NEC",41,23,4,1,9,6
2019,"Vaughn Jr., Gregory","LIU","NEC",35,29,2,1,4,2
2019,"Warneke, Anthony","LIU","NEC",1,0,0,0,1,0
2013,"Barnett, Chris","LMU (CA)","WCC",14,3,3,0,0,2
2013,"Boney, Joey","LMU (CA)","WCC",24,6,4,0,6,4
2013,"Cheek, Tommy","LMU (CA)","WCC",34,5,3,1,0,1
2013,"Donnels, Tanner","LMU (CA)","WCC",34,27,3,0,5,6
2013,"Edwards, David","LMU (CA)","WCC",32,17,6,0,16,5
2013,"Fujimoto, Zac","LMU (CA)","WCC",35,16,3,0,14,0
2013,"Lowenstein, Matt","LMU (CA)","WCC",45,23,3,0,5,1
2013,"Mahoney, Cullen","LMU (CA)","WCC",44,16,1,0,7,6
2013,"Plaia, Colton","LMU (CA)","WCC",41,16,4,4,4,1
2013,"Savage, Brice","LMU (CA)","WCC",11,13,2,0,1,2
2013,"Trezek, Cole","LMU (CA)","WCC",8,5,2,0,0,1
2014,"Barnett, Chris","LMU (CA)","WCC",6,1,1,0,1,0
2014,"Boeke, Ted","LMU (CA)","WCC",29,6,4,0,2,0
2014,"Brown, Cassidy","LMU (CA)","WCC",13,7,6,0,1,1
2014,"Cheek, Tommy","LMU (CA)","WCC",49,7,3,0,0,1
2014,"Cohen, Tyler","LMU (CA)","WCC",17,9,1,0,3,0
2014,"Donnels, Tanner","LMU (CA)","WCC",52,16,8,0,8,9
2014,"Dozier, Kyle","LMU (CA)","WCC",3,0,0,0,1,0
2014,"Edwards, David","LMU (CA)","WCC",30,27,6,0,12,2
2014,"Fletcher, David","LMU (CA)","WCC",65,13,2,1,17,4
2014,"Garcia, Kevin","LMU (CA)","WCC",21,6,7,0,1,2
2014,"Jack, Jimmy","LMU (CA)","WCC",29,7,3,0,1,1
2014,"Miller, Austin","LMU (CA)","WCC",64,19,21,2,25,4
2014,"Savage, Brice","LMU (CA)","WCC",6,5,6,0,1,1
2014,"Trezek, Cole","LMU (CA)","WCC",39,12,1,0,2,1
2015,"Boeke, Ted","LMU (CA)","WCC",33,23,12,0,7,7
2015,"Brown, Cassidy","LMU (CA)","WCC",18,11,9,1,4,1
2015,"Burckle, Kent","LMU (CA)","WCC",5,1,2,0,0,1
2015,"Christian, Joe","LMU (CA)","WCC",7,4,3,0,1,1
2015,"Donnels, Tanner","LMU (CA)","WCC",36,31,4,3,6,5
2015,"Edwards, David","LMU (CA)","WCC",38,21,3,3,10,5
2015,"Erickson, Ryan","LMU (CA)","WCC",7,10,0,0,1,0
2015,"Fletcher, David","LMU (CA)","WCC",50,23,6,0,14,3
2015,"Jack, Jimmy","LMU (CA)","WCC",17,6,1,1,2,2
2015,"Miller, Austin","LMU (CA)","WCC",54,17,16,1,15,6
2015,"Watkins, Sean","LMU (CA)","WCC",24,8,6,1,1,1
2015,"Wilson, Billy","LMU (CA)","WCC",31,16,15,1,7,4
2016,"Boeke, Ted","LMU (CA)","WCC",12,6,3,0,1,3
2016,"Brown, Cassidy","LMU (CA)","WCC",44,18,7,0,4,2
2016,"Caulfield, Phil","LMU (CA)","WCC",42,9,6,0,8,4
2016,"Decolati, Niko","LMU (CA)","WCC",33,6,7,0,5,3
2016,"Erdman, Spencer","LMU (CA)","WCC",46,16,1,0,7,7
2016,"Erickson, Ryan","LMU (CA)","WCC",13,7,4,0,1,1
2016,"Hill, Jimmy","LMU (CA)","WCC",12,8,2,0,2,1
2016,"Miller, Austin","LMU (CA)","WCC",45,17,7,0,18,4
2016,"Murray, Joe","LMU (CA)","WCC",1,3,1,0,2,0
2016,"Smart, Jamey","LMU (CA)","WCC",34,28,4,0,1,3
2016,"Watkins, Sean","LMU (CA)","WCC",23,7,2,1,1,0
2016,"Whalen, Seaver","LMU (CA)","WCC",23,15,8,0,3,2
2016,"Wilson, Billy","LMU (CA)","WCC",9,16,10,0,10,3
2017,"Caulfield, Phil","LMU (CA)","WCC",62,30,3,2,9,6
2017,"Decolati, Niko","LMU (CA)","WCC",51,22,16,0,12,4
2017,"Erdman, Spencer","LMU (CA)","WCC",32,7,1,0,6,3
2017,"Esquerra, Trevin","LMU (CA)","WCC",5,9,0,0,0,1
2017,"Hill, Jimmy","LMU (CA)","WCC",36,20,7,3,15,4
2017,"Hirsch, Dylan","LMU (CA)","WCC",2,2,1,0,3,2
2017,"Keavy, Nathan","LMU (CA)","WCC",3,10,1,0,1,0
2017,"Murray, Joe","LMU (CA)","WCC",7,4,3,0,1,0
2017,"Shearer, Brandon","LMU (CA)","WCC",49,18,3,0,3,0
2017,"Smart, Jamey","LMU (CA)","WCC",53,23,4,1,3,2
2017,"Sogard, Nick","LMU (CA)","WCC",18,13,4,0,4,1
2017,"Uhl, Cooper","LMU (CA)","WCC",22,12,5,0,0,2
2017,"Wilson, Billy","LMU (CA)","WCC",21,34,11,0,19,8
2018,"Decolati, Niko","LMU (CA)","WCC",35,23,9,2,8,5
2018,"Esquerra, Trevin","LMU (CA)","WCC",29,15,0,0,0,3
2018,"Hirsch, Dylan","LMU (CA)","WCC",7,9,2,0,0,1
2018,"Oyama, Kenny","LMU (CA)","WCC",20,14,3,0,6,1
2018,"Pacheco, Niko","LMU (CA)","WCC",30,6,4,0,1,0
2018,"Ruley, Ryan","LMU (CA)","WCC",15,10,3,0,3,3
2018,"Shearer, Brandon","LMU (CA)","WCC",29,16,7,1,3,1
2018,"Sogard, Nick","LMU (CA)","WCC",52,30,8,2,11,3
2018,"Uhl, Cooper","LMU (CA)","WCC",30,26,5,0,0,1
2018,"Wilson, Billy","LMU (CA)","WCC",36,15,15,0,15,4
2019,"Delgado, Tommy","LMU (CA)","WCC",39,11,9,0,4,1
2019,"Esquerra, Trevin","LMU (CA)","WCC",38,18,6,7,1,2
2019,"Grunberg, Ben","LMU (CA)","WCC",6,0,3,0,1,1
2019,"Hirsch, Dylan","LMU (CA)","WCC",27,22,4,0,10,2
2019,"Kawano, Ryan","LMU (CA)","WCC",9,8,1,0,0,1
2019,"Lambeau, Alex","LMU (CA)","WCC",38,6,4,0,8,6
2019,"Oyama, Kenny","LMU (CA)","WCC",30,19,9,0,5,6
2019,"Patrick, Ethan","LMU (CA)","WCC",13,7,4,0,2,0
2019,"Piotrowski, Matthew","LMU (CA)","WCC",3,0,0,0,0,2
2019,"Ruley, Ryan","LMU (CA)","WCC",4,10,2,0,1,1
2019,"Shearer, Brandon","LMU (CA)","WCC",54,27,12,2,8,6
2019,"Sogard, Nick","LMU (CA)","WCC",63,38,6,1,30,3
2019,"Uhl, Cooper","LMU (CA)","WCC",37,24,7,0,5,2
2013,"Brenner, Colby","Long Beach St.","Big West",13,14,13,0,6,4
2013,"Guerra, Josh","Long Beach St.","Big West",10,10,5,1,5,2
2013,"Hill, Michael","Long Beach St.","Big West",31,2,3,0,6,3
2013,"Hutting, Eric","Long Beach St.","Big West",27,8,3,0,0,3
2013,"McNeil, Jeff","Long Beach St.","Big West",58,12,9,1,13,6
2013,"Miller, Zach","Long Beach St.","Big West",11,5,2,0,0,1
2013,"Murai, Royce","Long Beach St.","Big West",0,1,0,0,0,1
2013,"Patron, Ino","Long Beach St.","Big West",42,17,3,2,1,2
2013,"Prigatano, Richard","Long Beach St.","Big West",34,13,3,1,6,2
2013,"Rivera, Zack","Long Beach St.","Big West",22,12,3,0,4,2
2013,"Vaughn, Colton","Long Beach St.","Big West",24,4,3,0,4,2
2013,"Yamaguchi, Jeff","Long Beach St.","Big West",28,17,6,1,7,1
2014,"Bekakis, Johnny","Long Beach St.","Big West",51,12,7,1,8,5
2014,"Bishop, Alex","Long Beach St.","Big West",8,6,6,0,1,0
2014,"Brenner, Colby","Long Beach St.","Big West",35,13,5,0,9,6
2014,"DeGoti, Alex","Long Beach St.","Big West",6,5,0,0,0,1
2014,"Domingues, Zack","Long Beach St.","Big West",7,10,1,0,0,1
2014,"Hampson, Garrett","Long Beach St.","Big West",58,14,3,0,9,6
2014,"Hill, Michael","Long Beach St.","Big West",40,16,8,3,16,4
2014,"Hutting, Eric","Long Beach St.","Big West",26,12,4,0,0,1
2014,"Patron, Ino","Long Beach St.","Big West",51,14,6,3,7,3
2014,"Pongs, Cameron","Long Beach St.","Big West",14,2,1,0,0,1
2014,"Prigatano, Richard","Long Beach St.","Big West",49,36,7,6,21,2
2014,"Rivera, Zack","Long Beach St.","Big West",4,7,1,0,1,2
2014,"Vaughn, Colton","Long Beach St.","Big West",34,15,2,0,3,2
2015,"Banuelos, David","Long Beach St.","Big West",3,3,0,0,0,1
2015,"Belanger, Zack","Long Beach St.","Big West",3,0,1,0,0,1
2015,"Domingues, Zack","Long Beach St.","Big West",22,24,6,0,4,7
2015,"Hampson, Garrett","Long Beach St.","Big West",52,20,5,2,18,4
2015,"Hutting, Eric","Long Beach St.","Big West",18,8,4,1,1,2
2015,"Jackson, Daniel","Long Beach St.","Big West",24,12,1,0,3,1
2015,"James, Jared","Long Beach St.","Big West",6,7,2,0,0,2
2015,"Lundquist, Brock","Long Beach St.","Big West",20,11,4,0,6,1
2015,"Maida, Nico","Long Beach St.","Big West",6,1,0,0,2,0
2015,"McCready, Chris","Long Beach St.","Big West",0,0,0,0,1,0
2015,"Mercadel, Tristan","Long Beach St.","Big West",31,7,2,0,6,2
2015,"Rasmussen, Luke","Long Beach St.","Big West",22,15,3,0,5,3
2015,"Rivera, Zack","Long Beach St.","Big West",34,18,0,2,8,1
2015,"Sanchez, Joey","Long Beach St.","Big West",19,4,4,0,2,2
2016,"Banuelos, David","Long Beach St.","Big West",26,18,4,1,2,1
2016,"Colacchio, Domenic","Long Beach St.","Big West",10,3,0,0,1,0
2016,"Domingues, Zack","Long Beach St.","Big West",51,34,8,2,4,2
2016,"Duran, Jarren","Long Beach St.","Big West",47,30,5,0,13,10
2016,"Hampson, Garrett","Long Beach St.","Big West",58,29,5,3,23,8
2016,"Jackson, Daniel","Long Beach St.","Big West",36,15,5,2,4,3
2016,"Lundquist, Brock","Long Beach St.","Big West",42,19,4,0,4,5
2016,"Mercadel, Tristan","Long Beach St.","Big West",11,1,2,0,3,3
2016,"Muzzi, Alex","Long Beach St.","Big West",28,18,6,0,3,3
2016,"Nelson, Garrett","Long Beach St.","Big West",7,2,3,0,3,0
2016,"Rasmussen, Luke","Long Beach St.","Big West",46,23,4,1,3,1
2016,"Rivera, Zack","Long Beach St.","Big West",7,5,1,0,1,3
2016,"Sanchez, Joey","Long Beach St.","Big West",16,2,1,0,3,2
2016,"Stotler, Brooks","Long Beach St.","Big West",8,7,0,0,1,3
2017,"Banuelos, David","Long Beach St.","Big West",39,17,10,2,5,2
2017,"Colacchio, Domenic","Long Beach St.","Big West",8,6,0,0,0,1
2017,"Duran, Jarren","Long Beach St.","Big West",55,18,9,0,19,7
2017,"Huffman, Laine","Long Beach St.","Big West",40,9,11,0,4,0
2017,"Jackson, Daniel","Long Beach St.","Big West",49,25,6,0,8,5
2017,"Lundquist, Brock","Long Beach St.","Big West",42,32,12,3,10,3
2017,"Mercadel, Tristan","Long Beach St.","Big West",1,7,2,0,0,1
2017,"Montelongo, Markus","Long Beach St.","Big West",6,4,4,0,1,2
2017,"Muzzi, Alex","Long Beach St.","Big West",2,5,0,0,0,1
2017,"Nelson, Garrett","Long Beach St.","Big West",12,3,4,0,2,0
2017,"Notch, Joey","Long Beach St.","Big West",3,6,0,0,1,0
2017,"Rasmussen, Luke","Long Beach St.","Big West",38,30,9,2,6,7
2017,"Romano, Ramsey","Long Beach St.","Big West",65,10,1,1,5,5
2017,"Sanchez, Joey","Long Beach St.","Big West",1,2,1,0,1,0
2017,"Stotler, Brooks","Long Beach St.","Big West",13,8,6,0,5,0
2017,"Tancas, Lucas","Long Beach St.","Big West",47,15,10,3,8,1
2018,"Andrews, Clayton","Long Beach St.","Big West",54,25,4,1,13,6
2018,"Colacchio, Domenic","Long Beach St.","Big West",7,1,0,0,1,1
2018,"Duran, Jarren","Long Beach St.","Big West",54,21,7,2,17,2
2018,"Huffman, Laine","Long Beach St.","Big West",8,4,3,0,1,0
2018,"Hughey, Jacob","Long Beach St.","Big West",28,8,1,0,0,1
2018,"Jimenez, Chris","Long Beach St.","Big West",29,22,4,0,1,2
2018,"Jones, Leonard","Long Beach St.","Big West",29,7,2,0,1,0
2018,"Mercadel, Tristan","Long Beach St.","Big West",32,17,3,1,2,2
2018,"Nelson, Garrett","Long Beach St.","Big West",6,2,6,0,1,0
2018,"Rasmussen, Luke","Long Beach St.","Big West",4,3,3,0,3,1
2018,"Rivas, Steven","Long Beach St.","Big West",14,7,0,0,1,0
2018,"Rivera, Santino","Long Beach St.","Big West",27,30,7,0,0,2
2018,"Robinson, Shaq","Long Beach St.","Big West",31,12,1,0,4,1
2018,"Sanchez, Joey","Long Beach St.","Big West",6,3,3,0,2,0
2018,"Stotler, Brooks","Long Beach St.","Big West",34,24,10,0,8,7
2019,"Campeau, Dominic","Long Beach St.","Big West",8,6,3,0,0,1
2019,"Carlson, Tanner","Long Beach St.","Big West",7,2,1,0,0,2
2019,"DeSa, Riki","Long Beach St.","Big West",11,8,2,0,0,2
2019,"Estrada, Calvin","Long Beach St.","Big West",31,11,0,1,1,0
2019,"Hogan, Kaden","Long Beach St.","Big West",18,2,5,0,2,1
2019,"Huffman, Laine","Long Beach St.","Big West",32,8,7,0,2,3
2019,"Hughey, Jacob","Long Beach St.","Big West",47,20,3,4,4,5
2019,"Jimenez, Chris","Long Beach St.","Big West",22,22,2,0,4,2
2019,"Joy, Cole","Long Beach St.","Big West",8,5,2,0,0,2
2019,"Luttrell, Chase","Long Beach St.","Big West",29,9,4,0,4,3
2019,"Malm, Aidan","Long Beach St.","Big West",19,8,5,0,2,2
2019,"Porter, Tyler","Long Beach St.","Big West",17,14,2,1,1,0
2019,"Rasmussen, Luke","Long Beach St.","Big West",4,6,7,0,2,0
2019,"Rivera, Santino","Long Beach St.","Big West",35,12,3,0,3,3
2019,"Stotler, Brooks","Long Beach St.","Big West",16,20,6,0,7,1
2019,"Vander Wal, Jake","Long Beach St.","Big West",10,14,1,1,0,1
2013,"Burnette, Travis","Longwood","Big South",23,7,0,0,10,2
2013,"Cassidy, Kenneth","Longwood","Big South",15,3,1,0,0,1
2013,"Delk, Brandon","Longwood","Big South",27,10,2,0,6,1
2013,"Dickason, Matt","Longwood","Big South",46,11,1,0,2,1
2013,"Hall, Conner","Longwood","Big South",12,2,6,0,1,0
2013,"Konvicka, Colton","Longwood","Big South",38,9,1,0,14,6
2013,"Owens, Alex","Longwood","Big South",32,31,3,4,0,1
2013,"Ream, Blake","Longwood","Big South",4,5,1,0,1,0
2013,"Roth, C.J.","Longwood","Big South",32,7,4,0,4,3
2013,"Washington, Kyri","Longwood","Big South",28,8,2,0,9,8
2014,"Biddix, Travis","Longwood","Big South",5,4,0,0,0,1
2014,"Burkett, Scott","Longwood","Big South",38,18,4,1,1,1
2014,"Burnette, Travis","Longwood","Big South",6,2,0,0,1,1
2014,"Delk, Brandon","Longwood","Big South",39,9,1,0,2,4
2014,"Dickason, Matt","Longwood","Big South",57,17,1,1,7,3
2014,"Gould, Devin","Longwood","Big South",1,0,0,0,0,1
2014,"Harvell, Brandon","Longwood","Big South",24,14,1,0,7,2
2014,"Konvicka, Colton","Longwood","Big South",32,11,1,0,24,3
2014,"Lewis, Alex","Longwood","Big South",35,10,0,0,2,1
2014,"Owens, Alex","Longwood","Big South",29,24,5,1,2,2
2014,"Roth, C.J.","Longwood","Big South",33,12,1,1,2,1
2014,"Washington, Kyri","Longwood","Big South",30,15,4,1,10,2
2015,"Barry, Tyler","Longwood","Big South",3,0,0,0,0,1
2015,"Bastaich, Connar","Longwood","Big South",63,12,7,1,5,1
2015,"Biddix, Travis","Longwood","Big South",39,13,3,0,4,3
2015,"Burnette, Travis","Longwood","Big South",1,0,0,0,1,0
2015,"Delk, Brandon","Longwood","Big South",46,7,2,1,7,3
2015,"Harvell, Brandon","Longwood","Big South",43,18,3,0,8,3
2015,"Konvicka, Colton","Longwood","Big South",47,22,1,1,30,3
2015,"Lewis, Alex","Longwood","Big South",16,11,1,0,0,1
2015,"Miller, Sammy","Longwood","Big South",4,6,0,0,3,1
2015,"Nelson, Hayes","Longwood","Big South",4,6,2,0,1,1
2015,"Osinski, Michael","Longwood","Big South",41,18,3,0,5,2
2015,"Roth, C.J.","Longwood","Big South",36,25,5,0,12,3
2015,"Washington, Kyri","Longwood","Big South",33,25,2,2,10,3
2016,"Bastaich, Connar","Longwood","Big South",65,20,6,2,4,1
2016,"Briscoe, Janos","Longwood","Big South",7,13,2,0,1,1
2016,"Garrido, Carlos","Longwood","Big South",38,11,5,0,1,0
2016,"Harvell, Brandon","Longwood","Big South",37,21,5,0,15,3
2016,"Kitson, Drew","Longwood","Big South",27,29,12,0,5,5
2016,"Konvicka, Colton","Longwood","Big South",21,11,0,0,8,4
2016,"Lewis, Alex","Longwood","Big South",59,13,4,1,5,0
2016,"McCafferty, Mac","Longwood","Big South",4,0,1,0,0,1
2016,"Miller, Sammy","Longwood","Big South",46,40,8,0,19,4
2016,"Nelson, Hayes","Longwood","Big South",10,6,4,0,1,0
2016,"Osinski, Michael","Longwood","Big South",53,25,2,0,8,1
2016,"Roth, C.J.","Longwood","Big South",41,30,6,1,11,5
2017,"Blakeney, Nate","Longwood","Big South",20,20,10,0,2,0
2017,"Carter, Scott","Longwood","Big South",3,2,0,0,1,0
2017,"Garrido, Carlos","Longwood","Big South",10,18,3,0,1,0
2017,"Harvell, Brandon","Longwood","Big South",42,18,3,0,6,3
2017,"Keller, Grant","Longwood","Big South",11,3,2,0,1,0
2017,"Lewis, Alex","Longwood","Big South",36,30,5,3,5,1
2017,"Miller, Sammy","Longwood","Big South",38,31,9,0,22,7
2017,"Mitchell, Justin","Longwood","Big South",35,29,4,1,2,1
2017,"Osinski, Michael","Longwood","Big South",43,17,1,1,13,1
2017,"Shull, Ryan","Longwood","Big South",39,18,1,0,6,4
2017,"Tucker, Antwaun","Longwood","Big South",42,19,2,0,15,2
2018,"Blakeney, Nate","Longwood","Big South",39,19,8,0,2,3
2018,"Carter, Scott","Longwood","Big South",2,3,1,0,3,2
2018,"Crain, Eric","Longwood","Big South",16,5,4,0,1,1
2018,"Jansen, Jake","Longwood","Big South",2,0,0,0,3,0
2018,"Mahone, Tyler","Longwood","Big South",2,7,2,0,1,0
2018,"McAllister, Jawan","Longwood","Big South",21,19,8,0,18,2
2018,"Mercado, Eli","Longwood","Big South",15,10,3,0,1,0
2018,"Miller, Sammy","Longwood","Big South",42,41,5,1,20,6
2018,"Mitchell, Justin","Longwood","Big South",28,45,6,3,11,6
2018,"Shull, Ryan","Longwood","Big South",15,19,3,1,8,0
2018,"Tucker, Antwaun","Longwood","Big South",31,14,3,0,19,5
2019,"Blakeney, Nate","Longwood","Big South",30,13,1,0,3,0
2019,"Carter, Scott","Longwood","Big South",0,2,2,0,3,1
2019,"Crain, Eric","Longwood","Big South",13,5,2,0,2,0
2019,"Garrido, Carlos","Longwood","Big South",31,15,2,0,1,1
2019,"Gilliam, Hunter","Longwood","Big South",31,6,4,0,1,3
2019,"Keller, Grant","Longwood","Big South",13,9,2,0,3,1
2019,"McAllister, Jawan","Longwood","Big South",31,15,10,1,13,4
2019,"Mercado, Eli","Longwood","Big South",6,4,0,0,1,0
2019,"Mitchell, Jacob","Longwood","Big South",21,14,4,3,4,3
2019,"Peterson, Michael","Longwood","Big South",5,5,1,0,1,1
2019,"Pitts, De'Andre","Longwood","Big South",16,18,4,0,3,1
2019,"Schnell, Jack","Longwood","Big South",23,7,1,0,3,1
2019,"Tucker, Antwaun","Longwood","Big South",31,16,2,0,13,1
2019,"Wadsworth, Cullan","Longwood","Big South",23,12,10,0,7,3
2013,"Adams, Caleb","Louisiana","Sun Belt",38,28,5,0,3,3
2013,"Carriere, Sam","Louisiana","Sun Belt",12,4,1,0,2,0
2013,"Compton, Chase","Louisiana","Sun Belt",24,27,10,1,1,3
2013,"Conrad, Jace","Louisiana","Sun Belt",41,14,11,0,19,3
2013,"Girouard, Tyler","Louisiana","Sun Belt",40,29,8,2,4,5
2013,"Harrison, Seth","Louisiana","Sun Belt",43,23,7,1,10,7
2013,"Kjerstad, Dex","Louisiana","Sun Belt",70,17,5,0,10,6
2013,"Leonards, Ryan","Louisiana","Sun Belt",50,18,7,0,7,5
2013,"Preston, Logan","Louisiana","Sun Belt",6,5,0,0,1,0
2013,"Robbins, Joe","Louisiana","Sun Belt",2,2,1,0,0,1
2013,"Strentz, Michael","Louisiana","Sun Belt",32,19,21,1,5,2
2013,"Thurman, Nick","Louisiana","Sun Belt",11,2,2,0,1,1
2013,"Trahan, Blake","Louisiana","Sun Belt",54,30,4,0,13,0
2014,"Adams, Caleb","Louisiana","Sun Belt",49,46,10,2,7,6
2014,"Butler, Dylan","Louisiana","Sun Belt",32,20,3,0,4,1
2014,"Compton, Chase","Louisiana","Sun Belt",40,26,25,2,5,4
2014,"Conrad, Jace","Louisiana","Sun Belt",64,18,19,1,22,4
2014,"Davis, Greg","Louisiana","Sun Belt",18,12,1,1,6,0
2014,"Girouard, Tyler","Louisiana","Sun Belt",42,29,6,0,4,3
2014,"Harrison, Seth","Louisiana","Sun Belt",49,20,10,0,15,6
2014,"Leonards, Ryan","Louisiana","Sun Belt",62,27,7,0,18,4
2014,"Powell, Evan","Louisiana","Sun Belt",8,9,3,0,2,0
2014,"Strentz, Michael","Louisiana","Sun Belt",30,11,10,1,6,3
2014,"Trahan, Blake","Louisiana","Sun Belt",73,44,10,1,15,12
2014,"Wilson, Ryan","Louisiana","Sun Belt",10,7,2,0,5,0
2015,"Butler, Dylan","Louisiana","Sun Belt",20,25,5,0,4,2
2015,"Clement, Kyle","Louisiana","Sun Belt",34,14,4,1,3,7
2015,"Conrad, Brenn","Louisiana","Sun Belt",27,7,2,1,5,3
2015,"Davis, Greg","Louisiana","Sun Belt",42,25,4,3,6,0
2015,"Fontenot, Kennon","Louisiana","Sun Belt",4,2,0,0,0,1
2015,"Girouard, Tyler","Louisiana","Sun Belt",51,44,2,2,6,2
2015,"Herrington, Derek","Louisiana","Sun Belt",6,4,1,0,0,1
2015,"Mills, Brian","Louisiana","Sun Belt",21,7,1,0,4,1
2015,"Powell, Evan","Louisiana","Sun Belt",25,18,5,0,9,5
2015,"Robbins, Joe","Louisiana","Sun Belt",29,12,7,0,3,3
2015,"Thurman, Nick","Louisiana","Sun Belt",42,25,1,3,5,0
2015,"Trahan, Blake","Louisiana","Sun Belt",62,38,14,10,17,8
2015,"Trosclair, Stefan","Louisiana","Sun Belt",42,25,17,0,15,3
2015,"Williams, Jam","Louisiana","Sun Belt",2,5,2,0,5,1
2016,"Antchak, Brad","Louisiana","Sun Belt",21,14,4,0,5,2
2016,"Clement, Kyle","Louisiana","Sun Belt",45,18,3,1,9,3
2016,"Conrad, Brenn","Louisiana","Sun Belt",40,24,14,1,5,3
2016,"Edwards, Ishmael","Louisiana","Sun Belt",15,9,2,0,5,2
2016,"Fontenot, Kennon","Louisiana","Sun Belt",15,15,2,0,3,1
2016,"Herrington, Derek","Louisiana","Sun Belt",10,8,3,0,1,2
2016,"Kasuls, Hunter","Louisiana","Sun Belt",26,11,4,0,4,1
2016,"Mills, Brian","Louisiana","Sun Belt",35,12,4,0,5,2
2016,"Pinero, Alex","Louisiana","Sun Belt",35,9,2,0,1,1
2016,"Poncho, Dylon","Louisiana","Sun Belt",8,9,4,0,1,0
2016,"Robbins, Joe","Louisiana","Sun Belt",42,33,5,1,10,5
2016,"Sensley, Steven","Louisiana","Sun Belt",25,16,7,0,2,1
2016,"Thurman, Nick","Louisiana","Sun Belt",44,17,5,0,1,2
2016,"Trosclair, Stefan","Louisiana","Sun Belt",39,26,17,1,7,6
2016,"Williams, Jam","Louisiana","Sun Belt",1,2,0,0,2,2
2017,"Aguilar, Josh","Louisiana","Sun Belt",1,1,1,0,0,1
2017,"Antchak, Brad","Louisiana","Sun Belt",18,17,1,1,9,1
2017,"Conrad, Brenn","Louisiana","Sun Belt",49,30,7,1,7,3
2017,"Edwards, Ishmael","Louisiana","Sun Belt",35,16,3,0,7,3
2017,"Fontenot, Kennon","Louisiana","Sun Belt",32,26,9,2,7,3
2017,"Kasuls, Hunter","Louisiana","Sun Belt",21,18,4,0,9,2
2017,"LaFleur, Zach","Louisiana","Sun Belt",15,11,3,0,10,3
2017,"Monica, Handsome","Louisiana","Sun Belt",30,18,3,0,0,2
2017,"Pinero, Alex","Louisiana","Sun Belt",38,13,4,0,5,0
2017,"Robbins, Joe","Louisiana","Sun Belt",40,30,2,1,9,3
2017,"Sensley, Steven","Louisiana","Sun Belt",35,25,11,1,6,3
2017,"Stoelke, Logan","Louisiana","Sun Belt",3,0,0,0,2,0
2017,"Stover, Tyler","Louisiana","Sun Belt",9,11,0,0,2,0
2017,"Williams, Jam","Louisiana","Sun Belt",3,2,0,0,3,0
2018,"Bourgeois, Gavin","Louisiana","Sun Belt",51,18,18,0,23,6
