"year","BA","OBP","SLG","school","K%","BB%","ISO","OPS","tourn_appearance","cws_appearance","cws_final","cws_champ","RC.PA","K-BB%","ERA","SO_PCT","BB_PCT","SO_BB_Ratio","FIP","BAA","OBPA","SLGA","OPSA","GO.O","FO.O","XB.PA","HR.PA","RBI.PA","SF.PA","SH.PA","DP.PA","R.PA","RA.BF","XBA.BF","HRA.BF","KL.BF"
2014,0.282,0.371,0.365,"Stony Brook",0.132,0.105,0.083,0.736,0,0,0,0,0.115,0.027,3.32,0.174,0.099,1.754,3.96,0.237,0.331,0.3,0.631,0.373,0.326,0.049,0.007,0.122,0.011,0.024,0.022,0.14,0.095,0.042,0.004,0.067
2017,0.26,0.349,0.395,"Wright St.",0.185,0.098,0.135,0.744,0,0,0,0,0.119,0.087,3.75,0.187,0.085,2.203,4.08,0.251,0.326,0.367,0.693,0.356,0.323,0.072,0.016,0.129,0.012,0.012,0.014,0.145,0.114,0.062,0.017,0.054
2018,0.277,0.36,0.412,"Marshall",0.212,0.098,0.135,0.772,0,0,0,0,0.126,0.114,6.1,0.177,0.13,1.361,4.56,0.279,0.392,0.435,0.827,0.306,0.353,0.064,0.024,0.126,0.009,0.013,0.018,0.137,0.164,0.077,0.024,0.062
2015,0.267,0.345,0.368,"San Francisco",0.184,0.085,0.101,0.713,0,0,0,0,0.106,0.099,4.33,0.166,0.089,1.879,4.15,0.281,0.36,0.41,0.77,0.338,0.35,0.058,0.012,0.104,0.007,0.024,0.024,0.113,0.124,0.071,0.015,0.047
2014,0.287,0.358,0.38,"West Virginia",0.146,0.079,0.093,0.738,0,0,0,0,0.117,0.067,3.73,0.156,0.084,1.847,4.08,0.263,0.345,0.353,0.698,0.356,0.358,0.055,0.011,0.115,0.009,0.013,0.02,0.126,0.11,0.052,0.01,0.041
2018,0.29,0.366,0.446,"Arizona St.",0.196,0.092,0.156,0.812,0,0,0,0,0.138,0.104,4.7,0.193,0.102,1.895,4.1,0.268,0.362,0.38,0.742,0.348,0.311,0.078,0.023,0.131,0.008,0.012,0.028,0.143,0.142,0.064,0.012,0.046
2013,0.253,0.317,0.293,"Western Mich.",0.149,0.056,0.04,0.61,0,0,0,0,0.078,0.093,5.19,0.122,0.093,1.316,4.16,0.302,0.386,0.395,0.781,0.36,0.387,0.029,0.002,0.088,0.005,0.033,0.018,0.102,0.149,0.062,0.006,0.037
2014,0.279,0.366,0.378,"Washington",0.152,0.078,0.099,0.744,1,0,0,0,0.108,0.074,3.11,0.154,0.078,1.96,3.96,0.249,0.32,0.337,0.657,0.416,0.309,0.056,0.011,0.129,0.01,0.038,0.017,0.14,0.094,0.055,0.008,0.042
2015,0.292,0.39,0.389,"UIC",0.143,0.108,0.097,0.779,0,0,0,0,0.124,0.035,4.32,0.15,0.096,1.558,4.13,0.276,0.361,0.368,0.729,0.385,0.322,0.054,0.012,0.136,0.007,0.02,0.019,0.151,0.126,0.053,0.01,0.043
2019,0.287,0.367,0.401,"Western Mich.",0.203,0.087,0.114,0.768,0,0,0,0,0.124,0.116,6.25,0.18,0.107,1.679,4.39,0.306,0.397,0.458,0.855,0.316,0.339,0.061,0.016,0.139,0.008,0.017,0.013,0.148,0.16,0.075,0.023,0.049
2017,0.274,0.376,0.434,"Maryland",0.189,0.113,0.16,0.81,1,0,0,0,0.135,0.076,3.98,0.214,0.076,2.814,4.06,0.259,0.334,0.382,0.716,0.332,0.304,0.072,0.028,0.141,0.012,0.01,0.02,0.154,0.123,0.062,0.02,0.059
2014,0.258,0.329,0.333,"Saint Peter's",0.175,0.084,0.075,0.662,0,0,0,0,0.095,0.091,7.68,0.129,0.107,1.199,4.37,0.337,0.427,0.472,0.899,0.356,0.366,0.046,0.008,0.099,0.008,0.005,0.019,0.108,0.196,0.077,0.012,0.048
2018,0.265,0.35,0.386,"UC Santa Barbara",0.172,0.09,0.121,0.736,0,0,0,0,0.112,0.082,4.21,0.183,0.078,2.337,4.02,0.268,0.336,0.374,0.71,0.341,0.346,0.066,0.016,0.118,0.009,0.015,0.019,0.133,0.128,0.059,0.015,0.046
2015,0.248,0.327,0.32,"Western Ill.",0.185,0.077,0.072,0.647,0,0,0,0,0.089,0.108,5.74,0.177,0.132,1.341,4.27,0.286,0.404,0.376,0.78,0.351,0.31,0.04,0.01,0.097,0.008,0.008,0.021,0.112,0.162,0.053,0.008,0.053
2014,0.264,0.359,0.37,"Creighton",0.151,0.1,0.106,0.729,0,0,0,0,0.105,0.051,4.02,0.134,0.091,1.475,4.08,0.262,0.346,0.343,0.689,0.437,0.322,0.057,0.011,0.124,0.009,0.029,0.009,0.135,0.113,0.05,0.007,0.044
2019,0.28,0.354,0.44,"Harvard",0.204,0.085,0.16,0.794,1,0,0,0,0.132,0.119,4.97,0.19,0.128,1.48,4.32,0.264,0.38,0.373,0.753,0.291,0.354,0.08,0.026,0.141,0.011,0.013,0.017,0.154,0.138,0.051,0.015,0.063
2015,0.25,0.323,0.329,"Central Conn. St.",0.171,0.085,0.079,0.652,0,0,0,0,0.092,0.086,5.16,0.142,0.071,2.016,3.94,0.303,0.363,0.399,0.762,0.394,0.326,0.052,0.006,0.1,0.01,0.013,0.025,0.106,0.15,0.066,0.006,0.051
2018,0.248,0.346,0.344,"Ga. Southern",0.233,0.092,0.096,0.69,0,0,0,0,0.095,0.141,4.69,0.212,0.099,2.132,4.06,0.255,0.342,0.369,0.711,0.288,0.353,0.053,0.012,0.113,0.008,0.014,0.02,0.13,0.135,0.058,0.016,0.057
2015,0.274,0.345,0.406,"California",0.168,0.078,0.132,0.751,1,0,0,0,0.116,0.09,3.05,0.166,0.076,2.17,3.95,0.246,0.32,0.316,0.636,0.383,0.32,0.066,0.02,0.124,0.011,0.018,0.019,0.138,0.1,0.043,0.008,0.048
2019,0.297,0.406,0.459,"Georgia Tech",0.188,0.136,0.162,0.865,1,0,0,0,0.153,0.052,4.46,0.215,0.083,2.583,4.17,0.262,0.335,0.405,0.74,0.329,0.305,0.073,0.026,0.16,0.016,0.01,0.018,0.177,0.129,0.071,0.027,0.053
2013,0.261,0.352,0.368,"Lipscomb",0.174,0.095,0.107,0.72,0,0,0,0,0.106,0.079,4.63,0.16,0.121,1.322,4.25,0.28,0.384,0.373,0.757,0.349,0.341,0.054,0.017,0.116,0.003,0.021,0.024,0.125,0.137,0.049,0.011,0.036
2017,0.257,0.35,0.36,"Seton Hall",0.194,0.115,0.103,0.71,0,0,0,0,0.108,0.079,3.38,0.219,0.093,2.362,3.92,0.238,0.324,0.334,0.658,0.314,0.32,0.061,0.009,0.112,0.009,0.019,0.015,0.124,0.104,0.052,0.011,0.068
2014,0.249,0.35,0.36,"Wofford",0.164,0.106,0.111,0.71,0,0,0,0,0.107,0.058,5.01,0.2,0.103,1.953,4.17,0.272,0.366,0.391,0.757,0.288,0.359,0.057,0.017,0.114,0.012,0.013,0.021,0.135,0.147,0.063,0.017,0.06
2015,0.299,0.376,0.395,"Winthrop",0.165,0.096,0.096,0.771,0,0,0,0,0.126,0.069,4.07,0.188,0.073,2.568,4.03,0.281,0.347,0.394,0.741,0.312,0.354,0.055,0.01,0.137,0.013,0.017,0.023,0.154,0.123,0.063,0.016,0.051
2017,0.281,0.364,0.381,"Nebraska",0.186,0.098,0.1,0.745,1,0,0,0,0.119,0.088,3.73,0.174,0.074,2.339,3.98,0.264,0.331,0.358,0.689,0.34,0.359,0.061,0.011,0.125,0.01,0.009,0.025,0.144,0.111,0.056,0.013,0.048
2018,0.233,0.332,0.342,"Penn St.",0.237,0.103,0.109,0.674,0,0,0,0,0.094,0.134,5.53,0.197,0.117,1.688,4.17,0.272,0.37,0.382,0.752,0.28,0.367,0.061,0.011,0.107,0.01,0.006,0.013,0.117,0.157,0.06,0.014,0.065
2014,0.246,0.336,0.357,"La.-Monroe",0.198,0.093,0.111,0.693,0,0,0,0,0.098,0.105,6.04,0.162,0.097,1.663,4.4,0.294,0.384,0.446,0.83,0.357,0.329,0.061,0.013,0.112,0.005,0.023,0.02,0.134,0.17,0.078,0.021,0.06
2013,0.251,0.338,0.357,"Central Mich.",0.204,0.091,0.106,0.695,0,0,0,0,0.103,0.113,4.16,0.178,0.117,1.518,4.1,0.262,0.364,0.346,0.71,0.359,0.306,0.056,0.013,0.113,0.01,0.016,0.015,0.13,0.132,0.048,0.008,0.056
2017,0.296,0.368,0.411,"North Florida",0.136,0.084,0.115,0.779,0,0,0,0,0.13,0.052,3.6,0.196,0.081,2.42,3.95,0.266,0.336,0.351,0.687,0.323,0.341,0.065,0.016,0.138,0.008,0.019,0.017,0.149,0.109,0.046,0.013,0.06
2019,0.267,0.366,0.379,"St. John's (NY)",0.195,0.116,0.112,0.745,0,0,0,0,0.115,0.079,3.89,0.212,0.123,1.731,4.23,0.238,0.354,0.358,0.712,0.312,0.326,0.063,0.013,0.125,0.009,0.015,0.016,0.138,0.121,0.059,0.017,0.055
2018,0.296,0.394,0.447,"Troy",0.184,0.11,0.151,0.841,1,0,0,0,0.146,0.074,3.9,0.216,0.095,2.278,4.07,0.248,0.333,0.359,0.692,0.32,0.321,0.08,0.017,0.154,0.014,0.01,0.018,0.171,0.115,0.055,0.018,0.056
2016,0.254,0.331,0.36,"Memphis",0.174,0.079,0.106,0.691,0,0,0,0,0.101,0.095,5.04,0.155,0.1,1.552,4.26,0.274,0.361,0.389,0.75,0.368,0.339,0.062,0.011,0.114,0.008,0.017,0.024,0.125,0.148,0.061,0.017,0.043
2015,0.268,0.337,0.365,"Oakland",0.17,0.072,0.097,0.702,0,0,0,0,0.102,0.098,7.16,0.127,0.117,1.083,4.46,0.328,0.426,0.443,0.869,0.368,0.359,0.063,0.009,0.1,0.011,0.013,0.018,0.112,0.192,0.065,0.012,0.033
2016,0.286,0.391,0.411,"North Carolina",0.146,0.128,0.125,0.802,0,0,0,0,0.131,0.018,3.16,0.244,0.102,2.394,3.9,0.233,0.326,0.32,0.646,0.283,0.312,0.066,0.014,0.146,0.014,0.025,0.018,0.162,0.101,0.047,0.012,0.07
2019,0.262,0.337,0.378,"Houston Baptist",0.217,0.08,0.116,0.715,0,0,0,0,0.107,0.137,5.61,0.177,0.104,1.704,4.3,0.3,0.396,0.443,0.839,0.306,0.348,0.066,0.013,0.12,0.01,0.017,0.015,0.133,0.153,0.079,0.017,0.047
2014,0.24,0.354,0.317,"Villanova",0.199,0.103,0.077,0.671,0,0,0,0,0.085,0.096,5.11,0.156,0.089,1.754,4.08,0.296,0.381,0.391,0.772,0.36,0.335,0.043,0.006,0.099,0.009,0.024,0.02,0.115,0.146,0.058,0.007,0.047
2019,0.315,0.406,0.435,"Jackson St.",0.119,0.104,0.12,0.841,0,0,0,0,0.148,0.015,4.42,0.179,0.105,1.705,4.17,0.252,0.358,0.335,0.693,0.335,0.329,0.064,0.012,0.16,0.013,0.027,0.016,0.182,0.14,0.046,0.01,0.05
2018,0.256,0.34,0.357,"Utah Valley",0.221,0.093,0.101,0.697,0,0,0,0,0.103,0.128,5.43,0.165,0.085,1.948,4.29,0.282,0.363,0.421,0.784,0.338,0.36,0.055,0.013,0.101,0.004,0.004,0.026,0.113,0.16,0.073,0.021,0.045
2019,0.31,0.393,0.479,"Baylor",0.151,0.093,0.169,0.872,1,0,0,0,0.156,0.058,4.02,0.222,0.115,1.938,4.21,0.235,0.336,0.376,0.712,0.279,0.351,0.086,0.025,0.155,0.011,0.012,0.019,0.171,0.114,0.068,0.023,0.057
2019,0.294,0.388,0.455,"TCU",0.182,0.119,0.161,0.843,1,0,0,0,0.15,0.063,4.23,0.232,0.087,2.673,3.96,0.266,0.342,0.383,0.725,0.304,0.311,0.08,0.026,0.143,0.01,0.002,0.024,0.159,0.138,0.063,0.017,0.069
2017,0.28,0.373,0.42,"Vanderbilt",0.188,0.114,0.14,0.793,1,0,0,0,0.13,0.074,3.71,0.228,0.095,2.396,4.08,0.225,0.317,0.343,0.66,0.341,0.289,0.072,0.02,0.15,0.009,0.013,0.018,0.162,0.113,0.059,0.02,0.066
2017,0.275,0.363,0.426,"Davidson",0.181,0.099,0.151,0.789,1,0,0,0,0.129,0.082,4.45,0.162,0.088,1.837,4.27,0.281,0.356,0.412,0.768,0.341,0.361,0.072,0.028,0.135,0.008,0.007,0.018,0.149,0.136,0.069,0.022,0.047
2014,0.259,0.349,0.327,"Akron",0.148,0.097,0.068,0.676,0,0,0,0,0.098,0.051,4.24,0.128,0.092,1.392,4.13,0.286,0.371,0.379,0.75,0.353,0.383,0.043,0.006,0.105,0.007,0.017,0.017,0.121,0.125,0.059,0.007,0.038
2019,0.26,0.353,0.373,"Ark.-Pine Bluff",0.192,0.098,0.113,0.726,0,0,0,0,0.109,0.094,10.1,0.115,0.141,0.814,5.04,0.348,0.473,0.544,1.017,0.33,0.382,0.059,0.016,0.126,0.009,0.014,0.025,0.143,0.239,0.092,0.023,0.034
2016,0.257,0.352,0.326,"Central Mich.",0.171,0.101,0.069,0.678,0,0,0,0,0.093,0.07,4.72,0.163,0.116,1.409,4.25,0.266,0.365,0.37,0.735,0.312,0.385,0.042,0.005,0.102,0.007,0.032,0.018,0.118,0.139,0.055,0.013,0.053
2014,0.252,0.329,0.324,"UCLA",0.165,0.068,0.072,0.653,0,0,0,0,0.083,0.097,3.35,0.192,0.072,2.675,3.9,0.242,0.316,0.328,0.644,0.342,0.338,0.047,0.004,0.086,0.008,0.037,0.017,0.093,0.103,0.049,0.01,0.049
2016,0.287,0.376,0.419,"Liberty",0.169,0.101,0.132,0.795,0,0,0,0,0.129,0.068,5.35,0.173,0.137,1.262,4.32,0.268,0.38,0.389,0.769,0.329,0.346,0.071,0.017,0.144,0.012,0.017,0.02,0.161,0.144,0.066,0.014,0.059
2015,0.275,0.377,0.368,"Valparaiso",0.175,0.115,0.093,0.745,0,0,0,0,0.112,0.06,4.73,0.135,0.073,1.845,4.13,0.299,0.362,0.412,0.774,0.35,0.378,0.055,0.009,0.12,0.012,0.016,0.012,0.135,0.146,0.07,0.013,0.04
2019,0.311,0.398,0.486,"Bryant",0.153,0.098,0.175,0.884,0,0,0,0,0.159,0.055,3.79,0.21,0.118,1.783,4.02,0.25,0.35,0.33,0.68,0.324,0.305,0.082,0.032,0.178,0.01,0.008,0.021,0.19,0.122,0.048,0.01,0.069
2014,0.253,0.347,0.336,"Butler",0.179,0.092,0.083,0.683,0,0,0,0,0.093,0.087,5.36,0.162,0.093,1.737,4.19,0.296,0.383,0.405,0.788,0.329,0.354,0.05,0.007,0.1,0.01,0.02,0.023,0.113,0.148,0.062,0.012,0.053
2015,0.257,0.348,0.392,"Murray St.",0.193,0.092,0.135,0.74,0,0,0,0,0.111,0.101,7.21,0.159,0.101,1.578,4.51,0.323,0.41,0.495,0.905,0.321,0.361,0.069,0.019,0.129,0.008,0.013,0.019,0.146,0.192,0.088,0.025,0.047
2018,0.284,0.378,0.448,"Indiana",0.192,0.104,0.164,0.826,1,0,0,0,0.138,0.088,3.09,0.205,0.083,2.479,3.98,0.248,0.322,0.361,0.683,0.372,0.285,0.077,0.028,0.135,0.01,0.017,0.027,0.15,0.094,0.063,0.016,0.06
2016,0.255,0.364,0.354,"Col. of Charleston",0.156,0.124,0.099,0.718,0,0,0,0,0.105,0.032,4.37,0.194,0.084,2.311,4.06,0.277,0.35,0.396,0.746,0.34,0.322,0.049,0.014,0.125,0.01,0.015,0.018,0.141,0.131,0.064,0.017,0.041
2017,0.293,0.373,0.403,"Grand Canyon",0.164,0.101,0.11,0.776,0,0,0,0,0.126,0.063,5.06,0.161,0.082,1.955,4.2,0.284,0.368,0.403,0.771,0.357,0.339,0.064,0.012,0.131,0.014,0.015,0.021,0.146,0.139,0.067,0.015,0.047
2017,0.282,0.378,0.383,"South Dakota St.",0.189,0.114,0.101,0.761,0,0,0,0,0.12,0.075,4.35,0.181,0.109,1.664,4.23,0.257,0.359,0.371,0.73,0.324,0.353,0.055,0.014,0.119,0.009,0.014,0.021,0.135,0.125,0.059,0.015,0.058
2014,0.27,0.364,0.389,"Elon",0.188,0.107,0.119,0.753,0,0,0,0,0.118,0.081,4.71,0.139,0.096,1.435,4.32,0.263,0.36,0.384,0.744,0.359,0.381,0.064,0.015,0.127,0.007,0.013,0.015,0.141,0.141,0.067,0.014,0.052
2013,0.268,0.361,0.335,"Rhode Island",0.152,0.103,0.067,0.696,0,0,0,0,0.105,0.049,3.01,0.187,0.083,2.246,3.96,0.217,0.311,0.287,0.598,0.374,0.31,0.043,0.003,0.103,0.01,0.017,0.014,0.117,0.1,0.042,0.007,0.053
2014,0.264,0.346,0.367,"Columbia",0.157,0.077,0.103,0.713,1,0,0,0,0.104,0.08,3.36,0.193,0.089,2.157,4.01,0.234,0.329,0.328,0.657,0.377,0.291,0.06,0.011,0.112,0.012,0.021,0.014,0.124,0.11,0.055,0.01,0.054
2017,0.27,0.344,0.371,"Stetson",0.2,0.092,0.101,0.715,0,0,0,0,0.11,0.108,3.8,0.244,0.098,2.491,3.86,0.248,0.335,0.335,0.67,0.294,0.302,0.057,0.014,0.11,0.007,0.017,0.019,0.125,0.117,0.05,0.011,0.057
2016,0.253,0.327,0.346,"Dartmouth",0.167,0.081,0.093,0.673,0,0,0,0,0.095,0.086,4.34,0.188,0.067,2.829,4.15,0.273,0.34,0.417,0.757,0.356,0.318,0.054,0.01,0.094,0.006,0.018,0.017,0.101,0.13,0.073,0.023,0.06
2019,0.259,0.353,0.345,"Sacred Heart",0.199,0.106,0.086,0.698,0,0,0,0,0.102,0.093,6.63,0.159,0.123,1.3,4.51,0.288,0.397,0.433,0.83,0.309,0.378,0.047,0.011,0.113,0.008,0.009,0.015,0.126,0.179,0.071,0.02,0.048
2013,0.304,0.382,0.455,"Georgia Tech",0.172,0.099,0.151,0.837,1,0,0,0,0.148,0.073,4.35,0.177,0.102,1.733,4.18,0.264,0.353,0.368,0.721,0.351,0.329,0.076,0.022,0.148,0.012,0.012,0.021,0.159,0.126,0.052,0.016,0.058
2015,0.261,0.334,0.351,"LIU",0.176,0.078,0.09,0.685,0,0,0,0,0.101,0.098,6.17,0.135,0.121,1.116,4.48,0.295,0.402,0.428,0.83,0.352,0.367,0.054,0.01,0.108,0.007,0.01,0.021,0.116,0.164,0.072,0.015,0.043
2019,0.273,0.377,0.425,"UCF",0.212,0.116,0.152,0.802,0,0,0,0,0.131,0.096,4.2,0.208,0.104,1.996,4.13,0.26,0.351,0.372,0.723,0.283,0.35,0.075,0.024,0.133,0.01,0.015,0.015,0.151,0.128,0.055,0.018,0.062
2014,0.275,0.36,0.39,"Saint Louis",0.136,0.094,0.115,0.75,0,0,0,0,0.117,0.042,3.58,0.158,0.088,1.802,4,0.257,0.334,0.334,0.668,0.352,0.368,0.065,0.014,0.123,0.008,0.015,0.022,0.134,0.112,0.047,0.008,0.042
2015,0.284,0.365,0.387,"UC Davis",0.145,0.079,0.103,0.752,0,0,0,0,0.115,0.066,3.85,0.162,0.076,2.135,3.91,0.283,0.351,0.362,0.713,0.413,0.289,0.069,0.006,0.112,0.008,0.021,0.021,0.133,0.123,0.05,0.006,0.04
2014,0.242,0.328,0.319,"Bucknell",0.196,0.079,0.077,0.647,1,0,0,0,0.084,0.117,3.44,0.142,0.067,2.136,3.95,0.256,0.326,0.336,0.662,0.423,0.322,0.045,0.005,0.105,0.009,0.015,0.014,0.12,0.117,0.052,0.005,0.057
2013,0.262,0.346,0.347,"Prairie View",0.137,0.089,0.085,0.693,0,0,0,0,0.101,0.048,5.03,0.139,0.089,1.56,4.06,0.279,0.359,0.369,0.728,0.37,0.363,0.051,0.008,0.12,0.012,0.022,0.016,0.137,0.152,0.056,0.006,0.04
2013,0.263,0.357,0.384,"Saint Joseph's",0.182,0.096,0.121,0.741,0,0,0,0,0.113,0.086,4.07,0.182,0.085,2.136,3.93,0.279,0.363,0.362,0.725,0.376,0.292,0.07,0.013,0.121,0.012,0.005,0.019,0.134,0.129,0.054,0.005,0.069
2014,0.274,0.355,0.374,"UTSA",0.163,0.085,0.1,0.729,0,0,0,0,0.109,0.078,2.84,0.184,0.078,2.351,3.86,0.266,0.333,0.333,0.666,0.356,0.314,0.058,0.011,0.116,0.009,0.015,0.026,0.129,0.098,0.04,0.008,0.057
2015,0.266,0.342,0.409,"West Virginia",0.203,0.085,0.143,0.751,0,0,0,0,0.119,0.118,3.95,0.192,0.095,2.015,4.08,0.257,0.348,0.374,0.722,0.329,0.323,0.075,0.023,0.118,0.008,0.013,0.023,0.129,0.124,0.065,0.013,0.056
2018,0.254,0.353,0.373,"James Madison",0.238,0.1,0.119,0.726,0,0,0,0,0.104,0.138,3.91,0.222,0.099,2.251,3.99,0.252,0.341,0.36,0.701,0.307,0.313,0.061,0.016,0.112,0.008,0.025,0.015,0.129,0.12,0.058,0.014,0.07
2014,0.25,0.337,0.363,"Cornell",0.175,0.089,0.113,0.7,0,0,0,0,0.102,0.086,3.59,0.178,0.081,2.188,3.9,0.257,0.342,0.328,0.67,0.374,0.317,0.066,0.014,0.108,0.005,0.012,0.015,0.117,0.117,0.045,0.003,0.06
2018,0.255,0.356,0.393,"Campbell",0.19,0.089,0.138,0.749,1,0,0,0,0.111,0.101,4.78,0.22,0.129,1.699,4.17,0.247,0.362,0.353,0.715,0.306,0.307,0.066,0.022,0.131,0.009,0.02,0.009,0.148,0.138,0.054,0.014,0.069
2015,0.288,0.382,0.402,"Towson",0.17,0.12,0.114,0.784,0,0,0,0,0.127,0.05,7.02,0.123,0.094,1.301,4.47,0.317,0.39,0.481,0.871,0.441,0.312,0.064,0.014,0.137,0.011,0.014,0.023,0.155,0.199,0.088,0.023,0.038
2014,0.277,0.365,0.389,"SIUE",0.171,0.102,0.112,0.754,0,0,0,0,0.118,0.069,6.08,0.141,0.089,1.577,4.31,0.298,0.384,0.422,0.806,0.355,0.356,0.065,0.013,0.113,0.009,0.01,0.023,0.128,0.17,0.069,0.015,0.039
2017,0.28,0.35,0.377,"Richmond",0.156,0.078,0.097,0.727,0,0,0,0,0.113,0.078,6.06,0.186,0.132,1.406,4.52,0.281,0.392,0.447,0.839,0.303,0.344,0.062,0.009,0.114,0.006,0.018,0.022,0.126,0.164,0.08,0.025,0.056
2018,0.253,0.337,0.334,"Yale",0.211,0.092,0.081,0.671,0,0,0,0,0.094,0.119,3.78,0.178,0.09,1.968,4.09,0.253,0.336,0.349,0.685,0.359,0.334,0.046,0.009,0.109,0.013,0.014,0.017,0.124,0.108,0.051,0.015,0.05
2013,0.238,0.306,0.285,"Iona",0.186,0.076,0.047,0.591,0,0,0,0,0.077,0.11,6.67,0.118,0.108,1.092,4.35,0.317,0.413,0.429,0.842,0.356,0.389,0.032,0.003,0.07,0.006,0.01,0.018,0.08,0.182,0.064,0.008,0.05
2013,0.256,0.343,0.352,"St. John's (NY)",0.144,0.085,0.096,0.695,0,0,0,0,0.098,0.059,4.75,0.145,0.121,1.199,4.24,0.269,0.377,0.354,0.731,0.365,0.345,0.063,0.008,0.12,0.01,0.021,0.021,0.133,0.15,0.049,0.007,0.047
2018,0.269,0.357,0.371,"Georgetown",0.193,0.099,0.102,0.728,0,0,0,0,0.111,0.094,5.39,0.187,0.111,1.683,4.27,0.277,0.374,0.422,0.796,0.313,0.349,0.06,0.011,0.11,0.011,0.016,0.014,0.127,0.155,0.074,0.018,0.052
2018,0.27,0.362,0.384,"Gonzaga",0.19,0.093,0.114,0.746,1,0,0,0,0.111,0.097,3.12,0.22,0.08,2.762,3.97,0.239,0.32,0.344,0.664,0.281,0.353,0.059,0.017,0.11,0.01,0.012,0.019,0.126,0.092,0.055,0.016,0.073
2016,0.219,0.305,0.292,"Mount St. Mary's",0.214,0.094,0.073,0.597,0,0,0,0,0.074,0.12,7.05,0.127,0.115,1.095,4.51,0.324,0.417,0.466,0.883,0.337,0.391,0.046,0.007,0.078,0.005,0.007,0.019,0.094,0.195,0.079,0.017,0.044
2016,0.259,0.342,0.356,"Princeton",0.188,0.099,0.097,0.698,1,0,0,0,0.104,0.089,3.95,0.136,0.092,1.479,4.23,0.253,0.336,0.371,0.707,0.381,0.354,0.056,0.012,0.122,0.007,0.009,0.015,0.134,0.122,0.064,0.016,0.034
2015,0.272,0.364,0.389,"LMU (CA)",0.177,0.086,0.117,0.753,0,0,0,0,0.11,0.091,3.4,0.198,0.094,2.103,3.97,0.245,0.331,0.335,0.666,0.383,0.294,0.065,0.015,0.117,0.009,0.03,0.017,0.129,0.101,0.053,0.011,0.055
2015,0.282,0.352,0.398,"Oklahoma",0.143,0.086,0.116,0.75,0,0,0,0,0.118,0.057,3.39,0.221,0.089,2.483,3.85,0.244,0.327,0.324,0.651,0.348,0.276,0.062,0.016,0.12,0.01,0.017,0.023,0.135,0.113,0.048,0.008,0.069
2015,0.253,0.347,0.389,"Pittsburgh",0.206,0.099,0.136,0.736,0,0,0,0,0.108,0.107,4.56,0.196,0.075,2.619,4.08,0.268,0.341,0.392,0.733,0.37,0.29,0.069,0.017,0.112,0.014,0.016,0.019,0.125,0.146,0.066,0.019,0.062
2013,0.251,0.34,0.337,"Alabama A&M",0.215,0.101,0.086,0.677,0,0,0,0,0.099,0.114,9.17,0.097,0.129,0.749,4.74,0.346,0.446,0.508,0.954,0.31,0.46,0.052,0.007,0.109,0.006,0.012,0.014,0.122,0.238,0.087,0.015,0.033
2015,0.288,0.373,0.396,"Kentucky",0.162,0.085,0.108,0.769,0,0,0,0,0.121,0.077,4.36,0.189,0.078,2.423,4.15,0.267,0.336,0.401,0.737,0.365,0.306,0.061,0.014,0.118,0.009,0.01,0.027,0.131,0.133,0.068,0.022,0.055
2017,0.241,0.332,0.325,"Massachusetts",0.211,0.1,0.084,0.657,0,0,0,0,0.089,0.111,5.28,0.173,0.095,1.831,4.3,0.288,0.372,0.432,0.804,0.303,0.372,0.047,0.011,0.086,0.005,0.026,0.019,0.1,0.152,0.075,0.022,0.054
2019,0.287,0.375,0.468,"UCLA",0.184,0.103,0.181,0.843,1,0,0,0,0.145,0.081,2.6,0.281,0.09,3.126,3.76,0.193,0.273,0.285,0.558,0.291,0.298,0.086,0.026,0.147,0.017,0.015,0.019,0.159,0.084,0.049,0.015,0.078
2019,0.266,0.375,0.378,"Oklahoma",0.19,0.126,0.112,0.753,0,0,0,0,0.114,0.064,3.92,0.222,0.099,2.249,4.17,0.246,0.337,0.377,0.714,0.347,0.279,0.061,0.013,0.122,0.014,0.019,0.017,0.134,0.112,0.063,0.024,0.063
2019,0.263,0.354,0.396,"Dartmouth",0.156,0.103,0.133,0.75,0,0,0,0,0.115,0.053,7.04,0.134,0.086,1.562,4.28,0.308,0.381,0.464,0.845,0.344,0.395,0.071,0.018,0.125,0.012,0.007,0.024,0.141,0.182,0.089,0.016,0.041
2014,0.281,0.343,0.396,"Pepperdine",0.157,0.07,0.115,0.739,1,0,0,0,0.116,0.087,2.55,0.175,0.084,2.078,3.93,0.237,0.318,0.296,0.614,0.363,0.333,0.064,0.015,0.125,0.014,0.021,0.008,0.138,0.082,0.034,0.007,0.052
2019,0.283,0.386,0.399,"Coppin St.",0.204,0.114,0.116,0.785,0,0,0,0,0.126,0.09,5.43,0.208,0.106,1.96,4.06,0.276,0.37,0.407,0.777,0.293,0.336,0.066,0.012,0.133,0.007,0.012,0.018,0.156,0.16,0.074,0.012,0.062
