"year","BA","OBP","SLG","school","K%","BB%","ISO","OPS","tourn_appearance","cws_appearance","cws_final","cws_champ","RC.PA","K-BB%","ERA","SO_PCT","BB_PCT","SO_BB_Ratio","FIP","BAA","OBPA","SLGA","OPSA","GO.O","FO.O","XB.PA","HR.PA","RBI.PA","SF.PA","SH.PA","DP.PA","R.PA","RA.BF","XBA.BF","HRA.BF","KL.BF"
2017,0.281,0.365,0.391,"SFA",0.134,0.101,0.11,0.756,0,0,0,0,0.118,0.033,4.95,0.197,0.122,1.613,4.22,0.265,0.371,0.394,0.765,0.288,0.351,0.059,0.016,0.136,0.011,0.018,0.023,0.15,0.141,0.069,0.015,0.054
2016,0.282,0.391,0.42,"Southeastern La.",0.146,0.121,0.138,0.811,1,0,0,0,0.131,0.025,3.01,0.205,0.084,2.424,3.88,0.235,0.311,0.31,0.621,0.338,0.317,0.067,0.019,0.146,0.014,0.011,0.016,0.168,0.11,0.042,0.01,0.052
2015,0.248,0.326,0.329,"Sacred Heart",0.179,0.085,0.081,0.655,1,0,0,0,0.09,0.094,5.23,0.131,0.112,1.172,4.34,0.278,0.377,0.384,0.761,0.389,0.346,0.048,0.01,0.104,0.007,0.021,0.019,0.114,0.145,0.056,0.013,0.036
2017,0.263,0.363,0.37,"Buffalo",0.247,0.105,0.107,0.733,0,0,0,0,0.109,0.142,6.49,0.164,0.128,1.284,4.4,0.313,0.419,0.454,0.873,0.328,0.342,0.056,0.014,0.115,0.005,0.011,0.018,0.126,0.171,0.076,0.015,0.041
2013,0.298,0.389,0.38,"Marist",0.133,0.103,0.082,0.769,0,0,0,0,0.119,0.03,4.28,0.154,0.079,1.941,4.09,0.269,0.346,0.384,0.73,0.371,0.343,0.051,0.004,0.133,0.013,0.03,0.017,0.149,0.129,0.069,0.012,0.046
2016,0.285,0.358,0.395,"USC Upstate",0.17,0.082,0.11,0.753,0,0,0,0,0.12,0.088,5.3,0.191,0.097,1.964,4.03,0.291,0.372,0.397,0.769,0.323,0.334,0.061,0.013,0.125,0.008,0.019,0.018,0.142,0.15,0.063,0.012,0.058
2013,0.293,0.388,0.403,"Illinois St.",0.186,0.118,0.11,0.791,0,0,0,0,0.132,0.068,3.43,0.176,0.104,1.689,4.03,0.238,0.34,0.306,0.646,0.394,0.288,0.061,0.013,0.142,0.013,0.02,0.018,0.156,0.111,0.044,0.005,0.063
2014,0.268,0.34,0.352,"Oral Roberts",0.161,0.081,0.084,0.692,0,0,0,0,0.101,0.08,3.48,0.176,0.093,1.891,3.96,0.254,0.339,0.325,0.664,0.335,0.353,0.052,0.009,0.109,0.01,0.028,0.016,0.121,0.107,0.043,0.006,0.055
2019,0.294,0.379,0.49,"California",0.203,0.108,0.196,0.869,1,0,0,0,0.161,0.095,4.28,0.187,0.091,2.043,4.29,0.258,0.344,0.394,0.738,0.333,0.344,0.087,0.038,0.157,0.009,0.006,0.018,0.164,0.127,0.064,0.025,0.056
2013,0.279,0.376,0.382,"Maryland",0.137,0.093,0.103,0.758,0,0,0,0,0.115,0.044,3.83,0.168,0.109,1.542,4.1,0.255,0.356,0.339,0.695,0.357,0.332,0.066,0.006,0.123,0.01,0.037,0.012,0.137,0.116,0.053,0.007,0.053
2019,0.24,0.317,0.355,"Longwood",0.259,0.077,0.115,0.672,0,0,0,0,0.096,0.182,7.5,0.182,0.139,1.309,4.42,0.32,0.428,0.456,0.884,0.27,0.371,0.064,0.016,0.101,0.006,0.01,0.017,0.114,0.194,0.069,0.016,0.059
2014,0.278,0.366,0.361,"The Citadel",0.161,0.096,0.083,0.727,0,0,0,0,0.108,0.065,5.75,0.153,0.104,1.468,4.29,0.287,0.373,0.404,0.777,0.337,0.375,0.046,0.011,0.116,0.015,0.02,0.025,0.127,0.157,0.06,0.016,0.052
2018,0.252,0.336,0.403,"Northern Ky.",0.237,0.091,0.151,0.739,0,0,0,0,0.112,0.146,8.07,0.151,0.095,1.589,4.5,0.337,0.423,0.508,0.931,0.319,0.372,0.072,0.029,0.122,0.007,0.007,0.017,0.136,0.204,0.091,0.022,0.043
2018,0.265,0.396,0.429,"Florida St.",0.189,0.152,0.164,0.825,1,0,0,0,0.132,0.037,3.94,0.263,0.103,2.55,4.1,0.228,0.324,0.365,0.689,0.287,0.289,0.076,0.026,0.141,0.013,0.009,0.026,0.161,0.116,0.065,0.025,0.074
2017,0.282,0.362,0.376,"Jacksonville",0.158,0.094,0.094,0.738,0,0,0,0,0.114,0.064,3.95,0.206,0.09,2.284,4.08,0.263,0.345,0.369,0.714,0.308,0.341,0.056,0.012,0.124,0.009,0.018,0.022,0.138,0.124,0.052,0.018,0.062
2017,0.278,0.375,0.393,"Ga. Southern",0.212,0.105,0.115,0.768,0,0,0,0,0.118,0.107,4.1,0.232,0.09,2.576,4.03,0.262,0.34,0.385,0.725,0.28,0.331,0.057,0.018,0.132,0.009,0.018,0.02,0.146,0.12,0.063,0.02,0.061
2016,0.294,0.359,0.418,"Gardner-Webb",0.142,0.078,0.124,0.777,0,0,0,0,0.129,0.064,3.9,0.209,0.075,2.798,3.85,0.264,0.326,0.362,0.688,0.37,0.274,0.075,0.015,0.137,0.013,0.011,0.024,0.149,0.119,0.058,0.012,0.052
2014,0.25,0.34,0.313,"UIW",0.17,0.093,0.063,0.653,0,0,0,0,0.087,0.077,4.79,0.138,0.1,1.384,4.16,0.284,0.373,0.381,0.754,0.37,0.354,0.046,0.002,0.094,0.003,0.018,0.021,0.11,0.137,0.054,0.008,0.033
2019,0.243,0.346,0.34,"George Mason",0.222,0.117,0.097,0.686,0,0,0,0,0.096,0.105,7.12,0.159,0.119,1.331,4.48,0.298,0.4,0.457,0.857,0.328,0.362,0.051,0.014,0.103,0.011,0.007,0.017,0.116,0.176,0.086,0.02,0.043
2017,0.256,0.332,0.352,"UConn",0.165,0.083,0.096,0.684,0,0,0,0,0.1,0.082,3.84,0.253,0.105,2.406,3.9,0.255,0.346,0.358,0.704,0.284,0.291,0.059,0.008,0.112,0.008,0.02,0.018,0.128,0.114,0.057,0.013,0.076
2019,0.295,0.386,0.44,"Milwaukee",0.158,0.105,0.145,0.826,0,0,0,0,0.141,0.053,5.19,0.193,0.106,1.825,4.22,0.274,0.367,0.404,0.771,0.343,0.311,0.078,0.02,0.155,0.008,0.005,0.015,0.175,0.147,0.068,0.018,0.057
2017,0.319,0.39,0.491,"BYU",0.143,0.096,0.172,0.881,1,0,0,0,0.166,0.047,4.76,0.177,0.091,1.94,4.07,0.29,0.365,0.409,0.774,0.344,0.329,0.084,0.03,0.173,0.016,0.007,0.021,0.189,0.134,0.067,0.013,0.057
2014,0.267,0.344,0.359,"Michigan St.",0.14,0.085,0.092,0.703,0,0,0,0,0.106,0.055,3.09,0.164,0.084,1.951,3.99,0.245,0.325,0.331,0.656,0.317,0.385,0.056,0.01,0.105,0.011,0.014,0.018,0.118,0.105,0.051,0.008,0.053
2014,0.246,0.349,0.377,"Belmont",0.195,0.099,0.131,0.726,0,0,0,0,0.104,0.096,4.07,0.182,0.085,2.158,4.11,0.263,0.344,0.374,0.718,0.368,0.306,0.066,0.019,0.107,0.011,0.008,0.017,0.116,0.134,0.057,0.015,0.05
2017,0.269,0.36,0.379,"Maine",0.156,0.103,0.11,0.739,0,0,0,0,0.114,0.053,4.73,0.184,0.132,1.395,4.22,0.256,0.373,0.37,0.743,0.309,0.345,0.063,0.012,0.11,0.01,0.018,0.017,0.126,0.132,0.062,0.01,0.055
2013,0.254,0.354,0.346,"Texas Southern",0.158,0.098,0.092,0.7,0,0,0,0,0.099,0.06,5.1,0.156,0.108,1.445,4.24,0.281,0.383,0.404,0.787,0.361,0.325,0.054,0.006,0.12,0.008,0.022,0.013,0.13,0.147,0.069,0.01,0.047
2014,0.262,0.349,0.356,"SFA",0.166,0.098,0.094,0.705,0,0,0,0,0.1,0.068,5.23,0.135,0.085,1.597,4.14,0.296,0.372,0.393,0.765,0.338,0.397,0.055,0.01,0.111,0.011,0.017,0.018,0.122,0.156,0.057,0.01,0.047
2019,0.243,0.336,0.358,"Lafayette",0.226,0.085,0.115,0.694,0,0,0,0,0.097,0.141,6.98,0.156,0.146,1.065,4.63,0.294,0.419,0.449,0.868,0.314,0.359,0.063,0.017,0.119,0.008,0.013,0.015,0.137,0.181,0.076,0.02,0.049
2014,0.242,0.347,0.32,"Marist",0.163,0.097,0.078,0.667,0,0,0,0,0.088,0.066,4.88,0.142,0.097,1.469,4.12,0.28,0.372,0.35,0.722,0.415,0.309,0.048,0.005,0.112,0.01,0.021,0.024,0.123,0.15,0.043,0.006,0.044
2013,0.272,0.349,0.352,"Savannah St.",0.157,0.08,0.08,0.701,1,0,0,0,0.107,0.077,4.93,0.146,0.113,1.282,4.24,0.28,0.377,0.386,0.763,0.357,0.35,0.055,0.003,0.117,0.008,0.024,0.017,0.138,0.144,0.059,0.01,0.049
2016,0.268,0.363,0.361,"Rutgers",0.159,0.115,0.093,0.724,0,0,0,0,0.115,0.044,4.87,0.171,0.109,1.57,4.19,0.276,0.37,0.379,0.749,0.325,0.36,0.054,0.009,0.124,0.012,0.017,0.02,0.142,0.134,0.057,0.013,0.053
2014,0.31,0.398,0.471,"William & Mary",0.162,0.092,0.161,0.869,0,0,0,0,0.15,0.07,4.23,0.161,0.074,2.172,4.11,0.277,0.346,0.391,0.737,0.38,0.337,0.087,0.022,0.163,0.009,0.013,0.02,0.184,0.131,0.065,0.016,0.046
2018,0.249,0.344,0.334,"Delaware St.",0.175,0.099,0.085,0.678,0,0,0,0,0.094,0.076,6.36,0.176,0.105,1.68,4.17,0.31,0.404,0.44,0.844,0.305,0.333,0.052,0.007,0.1,0.008,0.011,0.015,0.114,0.189,0.076,0.01,0.05
2016,0.254,0.343,0.368,"Santa Clara",0.199,0.091,0.114,0.711,0,0,0,0,0.102,0.108,4.4,0.186,0.09,2.065,4.11,0.275,0.356,0.391,0.747,0.336,0.323,0.066,0.013,0.107,0.008,0.015,0.018,0.121,0.132,0.064,0.015,0.046
2013,0.285,0.367,0.392,"Southeast Mo. St.",0.188,0.088,0.107,0.759,0,0,0,0,0.12,0.1,5.38,0.146,0.099,1.481,4.35,0.29,0.38,0.425,0.805,0.36,0.356,0.066,0.01,0.124,0.006,0.021,0.019,0.141,0.152,0.074,0.018,0.044
2015,0.304,0.4,0.438,"Jackson St.",0.16,0.107,0.134,0.838,0,0,0,0,0.144,0.053,6.11,0.164,0.109,1.504,4.41,0.305,0.408,0.426,0.834,0.366,0.282,0.074,0.014,0.161,0.011,0.02,0.011,0.187,0.174,0.06,0.016,0.051
2014,0.273,0.34,0.396,"Northern Ky.",0.163,0.066,0.123,0.736,0,0,0,0,0.112,0.097,7.45,0.116,0.113,1.028,4.69,0.33,0.421,0.508,0.929,0.377,0.369,0.072,0.016,0.115,0.007,0.017,0.023,0.124,0.192,0.093,0.025,0.041
2013,0.28,0.36,0.356,"Wagner",0.135,0.084,0.076,0.716,0,0,0,0,0.112,0.051,5.82,0.121,0.111,1.096,4.41,0.283,0.386,0.39,0.776,0.369,0.383,0.05,0.004,0.124,0.013,0.02,0.02,0.14,0.17,0.06,0.012,0.049
2018,0.277,0.354,0.403,"Mississippi St.",0.181,0.089,0.126,0.757,1,1,0,0,0.121,0.092,4.41,0.226,0.097,2.327,4.04,0.266,0.354,0.383,0.737,0.296,0.318,0.072,0.016,0.132,0.011,0.012,0.018,0.147,0.124,0.062,0.016,0.066
2014,0.219,0.307,0.285,"Northern Ill.",0.193,0.093,0.066,0.592,0,0,0,0,0.073,0.1,4.23,0.144,0.113,1.276,4.24,0.26,0.369,0.353,0.722,0.379,0.333,0.038,0.007,0.081,0.005,0.012,0.02,0.094,0.132,0.052,0.008,0.049
2015,0.281,0.363,0.363,"Omaha",0.181,0.091,0.082,0.726,0,0,0,0,0.11,0.09,5.28,0.152,0.101,1.505,4.14,0.297,0.378,0.387,0.765,0.379,0.334,0.047,0.01,0.108,0.011,0.02,0.024,0.129,0.144,0.052,0.01,0.045
2014,0.272,0.365,0.395,"Prairie View",0.166,0.095,0.123,0.76,0,0,0,0,0.117,0.071,5.4,0.14,0.116,1.208,4.31,0.29,0.389,0.394,0.783,0.334,0.379,0.068,0.014,0.127,0.008,0.015,0.017,0.137,0.167,0.059,0.011,0.045
2016,0.261,0.334,0.348,"A&M-Corpus Christi",0.17,0.079,0.087,0.682,0,0,0,0,0.098,0.091,4.21,0.177,0.099,1.79,4.04,0.273,0.363,0.351,0.714,0.362,0.299,0.048,0.009,0.096,0.006,0.012,0.02,0.113,0.134,0.044,0.008,0.055
2014,0.276,0.35,0.376,"Grambling",0.171,0.083,0.1,0.726,0,0,0,0,0.113,0.088,5.94,0.09,0.089,1.017,4.59,0.315,0.404,0.45,0.854,0.355,0.424,0.059,0.008,0.13,0.01,0.025,0.019,0.143,0.16,0.067,0.019,0.026
2016,0.288,0.367,0.403,"FGCU",0.163,0.087,0.115,0.77,0,0,0,0,0.122,0.076,5.37,0.147,0.077,1.897,4.22,0.308,0.372,0.44,0.812,0.391,0.325,0.066,0.014,0.133,0.014,0.023,0.024,0.144,0.147,0.072,0.02,0.041
2013,0.244,0.32,0.314,"Quinnipiac",0.186,0.083,0.07,0.634,0,0,0,0,0.086,0.103,5.34,0.127,0.101,1.262,4.32,0.284,0.384,0.393,0.777,0.368,0.386,0.043,0.009,0.092,0.008,0.012,0.018,0.106,0.145,0.065,0.01,0.038
2019,0.236,0.324,0.312,"Rutgers",0.208,0.098,0.076,0.636,0,0,0,0,0.086,0.11,4.65,0.182,0.105,1.732,4.13,0.269,0.364,0.37,0.734,0.325,0.341,0.043,0.01,0.093,0.007,0.013,0.022,0.105,0.135,0.058,0.012,0.055
2016,0.29,0.377,0.43,"Kent St.",0.201,0.1,0.14,0.807,0,0,0,0,0.132,0.101,2.95,0.212,0.09,2.367,4,0.231,0.317,0.319,0.636,0.328,0.321,0.073,0.02,0.145,0.011,0.022,0.017,0.16,0.102,0.044,0.015,0.054
2017,0.267,0.362,0.379,"Troy",0.174,0.109,0.112,0.741,0,0,0,0,0.115,0.065,4.19,0.205,0.086,2.377,4.1,0.26,0.337,0.384,0.721,0.328,0.323,0.061,0.015,0.121,0.011,0.014,0.018,0.136,0.128,0.064,0.02,0.068
2015,0.273,0.33,0.362,"Northwestern",0.168,0.062,0.089,0.692,0,0,0,0,0.104,0.106,5.52,0.151,0.102,1.489,4.2,0.304,0.39,0.412,0.802,0.38,0.316,0.06,0.009,0.093,0.005,0.013,0.024,0.106,0.158,0.063,0.011,0.048
2019,0.232,0.339,0.354,"Hofstra",0.239,0.116,0.122,0.693,0,0,0,0,0.099,0.123,5.91,0.152,0.122,1.244,4.37,0.292,0.4,0.417,0.817,0.332,0.355,0.064,0.016,0.099,0.008,0.012,0.02,0.113,0.161,0.071,0.013,0.044
2017,0.26,0.349,0.372,"Albany (NY)",0.185,0.105,0.112,0.721,0,0,0,0,0.11,0.08,5.11,0.14,0.101,1.387,4.28,0.292,0.379,0.405,0.784,0.343,0.379,0.059,0.016,0.121,0.009,0.005,0.017,0.137,0.149,0.059,0.014,0.046
2019,0.356,0.469,0.573,"New Mexico St.",0.131,0.135,0.217,1.042,0,0,0,0,0.206,-0.004,5.15,0.197,0.109,1.803,4.2,0.276,0.368,0.392,0.76,0.38,0.264,0.093,0.032,0.23,0.017,0.015,0.021,0.246,0.146,0.059,0.018,0.057
2017,0.271,0.392,0.431,"Florida St.",0.183,0.138,0.16,0.823,1,1,0,0,0.133,0.045,3.75,0.239,0.079,3.033,3.92,0.242,0.319,0.358,0.677,0.321,0.293,0.072,0.027,0.159,0.014,0.012,0.021,0.175,0.116,0.065,0.017,0.063
2018,0.245,0.337,0.322,"Massachusetts",0.218,0.095,0.077,0.659,0,0,0,0,0.088,0.123,5.46,0.172,0.108,1.592,4.24,0.275,0.37,0.403,0.773,0.317,0.353,0.049,0.007,0.099,0.009,0.014,0.02,0.107,0.155,0.07,0.015,0.055
2017,0.259,0.344,0.37,"Rider",0.17,0.094,0.111,0.714,0,0,0,0,0.107,0.076,5.43,0.158,0.101,1.567,4.22,0.298,0.386,0.415,0.801,0.333,0.351,0.063,0.013,0.116,0.01,0.01,0.027,0.132,0.158,0.063,0.014,0.049
2015,0.276,0.362,0.393,"Kennesaw St.",0.163,0.102,0.117,0.755,0,0,0,0,0.12,0.061,4.48,0.204,0.104,1.966,4.2,0.268,0.365,0.38,0.745,0.349,0.278,0.06,0.018,0.122,0.01,0.019,0.018,0.136,0.134,0.057,0.018,0.06
2017,0.285,0.365,0.429,"Binghamton",0.161,0.104,0.144,0.794,0,0,0,0,0.135,0.057,3.5,0.172,0.084,2.052,4.11,0.238,0.314,0.353,0.667,0.352,0.364,0.079,0.02,0.142,0.015,0.01,0.017,0.153,0.106,0.06,0.018,0.047
2018,0.273,0.369,0.376,"Saint Mary's (CA)",0.171,0.096,0.103,0.745,0,0,0,0,0.108,0.075,3.42,0.24,0.074,3.268,3.86,0.246,0.322,0.34,0.662,0.323,0.279,0.058,0.013,0.109,0.013,0.024,0.026,0.122,0.102,0.049,0.014,0.075
2016,0.304,0.403,0.461,"Western Caro.",0.134,0.106,0.157,0.864,1,0,0,0,0.149,0.028,6.31,0.197,0.123,1.61,4.57,0.301,0.402,0.486,0.888,0.298,0.32,0.069,0.028,0.159,0.01,0.017,0.023,0.176,0.169,0.083,0.031,0.064
2017,0.261,0.353,0.354,"Longwood",0.19,0.104,0.093,0.707,0,0,0,0,0.106,0.086,5.94,0.23,0.114,2.02,4.17,0.288,0.385,0.436,0.821,0.248,0.338,0.055,0.008,0.106,0.008,0.017,0.017,0.12,0.173,0.078,0.019,0.061
2014,0.283,0.38,0.38,"Evansville",0.141,0.103,0.097,0.76,0,0,0,0,0.115,0.038,4.29,0.185,0.084,2.196,3.97,0.272,0.348,0.375,0.723,0.349,0.325,0.06,0.008,0.135,0.015,0.011,0.021,0.15,0.125,0.063,0.01,0.044
2019,0.231,0.332,0.363,"Northern Ky.",0.233,0.109,0.132,0.695,0,0,0,0,0.098,0.124,7.94,0.168,0.168,0.995,4.75,0.295,0.432,0.462,0.894,0.304,0.36,0.066,0.021,0.102,0.007,0.009,0.012,0.116,0.197,0.082,0.021,0.053
2018,0.259,0.365,0.367,"Kansas St.",0.202,0.124,0.108,0.732,0,0,0,0,0.113,0.078,5.87,0.149,0.105,1.42,4.55,0.298,0.383,0.469,0.852,0.362,0.346,0.057,0.012,0.118,0.01,0.011,0.021,0.13,0.172,0.083,0.028,0.046
2018,0.244,0.352,0.357,"Albany (NY)",0.206,0.117,0.113,0.709,0,0,0,0,0.1,0.089,5.23,0.171,0.117,1.471,4.21,0.278,0.378,0.384,0.762,0.351,0.333,0.062,0.014,0.1,0.008,0.01,0.016,0.118,0.14,0.059,0.012,0.053
2017,0.282,0.381,0.446,"Clemson",0.17,0.117,0.164,0.827,1,0,0,0,0.139,0.053,3.59,0.232,0.059,3.93,3.88,0.257,0.309,0.384,0.693,0.321,0.307,0.077,0.028,0.135,0.012,0.012,0.021,0.15,0.114,0.071,0.021,0.063
2017,0.284,0.36,0.438,"Northern Ky.",0.182,0.09,0.154,0.798,0,0,0,0,0.132,0.092,6.58,0.151,0.102,1.48,4.43,0.304,0.388,0.45,0.838,0.338,0.376,0.08,0.026,0.139,0.008,0.009,0.02,0.155,0.174,0.075,0.022,0.046
2018,0.279,0.373,0.393,"Nicholls St.",0.162,0.087,0.114,0.766,0,0,0,0,0.112,0.075,4.91,0.126,0.095,1.33,4.36,0.29,0.379,0.41,0.789,0.333,0.403,0.064,0.011,0.132,0.014,0.024,0.022,0.15,0.147,0.064,0.016,0.038
2013,0.245,0.319,0.316,"Akron",0.186,0.076,0.071,0.635,0,0,0,0,0.087,0.11,4.98,0.108,0.086,1.258,4.34,0.293,0.382,0.391,0.773,0.352,0.414,0.046,0.006,0.087,0.008,0.016,0.023,0.1,0.15,0.052,0.011,0.035
2015,0.271,0.345,0.38,"Northern Ky.",0.179,0.079,0.109,0.725,0,0,0,0,0.112,0.1,6.39,0.127,0.106,1.196,4.42,0.315,0.401,0.447,0.848,0.373,0.356,0.065,0.014,0.105,0.006,0.016,0.024,0.116,0.173,0.073,0.017,0.039
2015,0.283,0.358,0.387,"High Point",0.159,0.085,0.104,0.745,0,0,0,0,0.118,0.074,3.65,0.203,0.088,2.31,4.09,0.255,0.336,0.374,0.71,0.313,0.335,0.062,0.011,0.126,0.014,0.011,0.02,0.149,0.123,0.062,0.018,0.062
2017,0.305,0.389,0.474,"Texas Tech",0.181,0.104,0.169,0.863,1,0,0,0,0.155,0.077,3.73,0.231,0.112,2.063,3.98,0.241,0.343,0.343,0.686,0.37,0.248,0.087,0.024,0.157,0.009,0.009,0.023,0.176,0.108,0.059,0.011,0.052
2013,0.256,0.333,0.329,"Marshall",0.179,0.084,0.073,0.662,0,0,0,0,0.092,0.095,4.59,0.177,0.112,1.578,4.12,0.256,0.36,0.348,0.708,0.355,0.317,0.05,0.005,0.089,0.007,0.018,0.024,0.107,0.141,0.055,0.009,0.059
2014,0.251,0.339,0.32,"Bethune-Cookman",0.166,0.085,0.069,0.659,1,0,0,0,0.089,0.081,3.63,0.16,0.09,1.768,4.06,0.248,0.335,0.325,0.66,0.355,0.355,0.044,0.004,0.093,0.009,0.02,0.018,0.111,0.114,0.045,0.009,0.06
2014,0.256,0.341,0.345,"Michigan",0.154,0.088,0.089,0.686,0,0,0,0,0.097,0.066,3.21,0.191,0.103,1.857,3.93,0.241,0.336,0.32,0.656,0.362,0.303,0.054,0.008,0.102,0.013,0.021,0.017,0.115,0.1,0.052,0.005,0.066
2019,0.256,0.34,0.364,"N.C. A&T",0.174,0.084,0.108,0.704,0,0,0,0,0.102,0.09,3.74,0.166,0.084,1.965,4.12,0.249,0.324,0.372,0.696,0.346,0.373,0.061,0.014,0.108,0.01,0.018,0.019,0.121,0.116,0.068,0.016,0.053
2014,0.247,0.332,0.341,"Quinnipiac",0.16,0.083,0.094,0.673,0,0,0,0,0.092,0.077,5.31,0.11,0.11,1,4.36,0.281,0.381,0.379,0.76,0.378,0.395,0.057,0.009,0.097,0.009,0.017,0.019,0.11,0.145,0.057,0.009,0.04
2014,0.226,0.31,0.307,"UT Martin",0.23,0.084,0.081,0.617,0,0,0,0,0.08,0.146,6.67,0.143,0.114,1.253,4.4,0.319,0.411,0.463,0.874,0.329,0.36,0.047,0.011,0.089,0.004,0.015,0.016,0.098,0.181,0.084,0.015,0.037
2018,0.326,0.398,0.468,"UNC Greensboro",0.159,0.091,0.142,0.866,0,0,0,0,0.161,0.068,4.17,0.249,0.091,2.741,3.98,0.254,0.341,0.371,0.712,0.316,0.267,0.074,0.018,0.156,0.008,0.019,0.015,0.178,0.121,0.062,0.017,0.061
2015,0.295,0.371,0.464,"Penn",0.173,0.084,0.169,0.835,0,0,0,0,0.147,0.089,3.38,0.167,0.087,1.92,4.11,0.247,0.33,0.346,0.676,0.33,0.369,0.092,0.025,0.143,0.01,0.012,0.023,0.15,0.112,0.057,0.013,0.057
2016,0.264,0.361,0.343,"Albany (NY)",0.181,0.113,0.079,0.704,0,0,0,0,0.104,0.068,5.13,0.168,0.124,1.359,4.21,0.272,0.375,0.38,0.755,0.329,0.356,0.05,0.006,0.118,0.011,0.011,0.018,0.134,0.147,0.061,0.01,0.063
2017,0.289,0.384,0.434,"LSU",0.147,0.101,0.145,0.818,1,1,1,0,0.134,0.046,3.59,0.23,0.1,2.293,4.1,0.229,0.319,0.351,0.67,0.286,0.34,0.069,0.024,0.155,0.013,0.014,0.019,0.166,0.103,0.06,0.022,0.064
2018,0.289,0.362,0.362,"San Jose St.",0.147,0.076,0.073,0.724,0,0,0,0,0.109,0.071,5.55,0.177,0.106,1.665,4.34,0.299,0.391,0.447,0.838,0.287,0.368,0.045,0.008,0.123,0.011,0.015,0.033,0.13,0.154,0.077,0.02,0.044
2013,0.267,0.347,0.347,"Hofstra",0.156,0.085,0.08,0.694,0,0,0,0,0.104,0.071,5.42,0.169,0.098,1.722,4.19,0.288,0.382,0.403,0.785,0.371,0.304,0.05,0.009,0.12,0.008,0.013,0.017,0.14,0.153,0.065,0.012,0.058
2013,0.288,0.358,0.398,"ETSU",0.137,0.071,0.11,0.756,1,0,0,0,0.12,0.066,4.13,0.132,0.076,1.743,4.11,0.277,0.339,0.396,0.735,0.388,0.374,0.062,0.013,0.124,0.009,0.027,0.019,0.14,0.124,0.068,0.013,0.044
2016,0.245,0.335,0.337,"Villanova",0.187,0.099,0.092,0.672,0,0,0,0,0.094,0.088,4.58,0.162,0.108,1.504,4.17,0.269,0.362,0.357,0.719,0.324,0.385,0.052,0.011,0.103,0.009,0.02,0.019,0.117,0.137,0.047,0.011,0.051
2017,0.317,0.389,0.52,"Tennessee Tech",0.179,0.089,0.203,0.909,1,0,0,0,0.175,0.09,5.22,0.229,0.09,2.545,4.2,0.27,0.353,0.432,0.785,0.3,0.309,0.098,0.038,0.178,0.008,0.005,0.019,0.194,0.152,0.084,0.027,0.067
2019,0.275,0.346,0.379,"Binghamton",0.195,0.087,0.104,0.725,0,0,0,0,0.114,0.108,4.17,0.199,0.089,2.225,4.13,0.262,0.348,0.391,0.739,0.316,0.339,0.059,0.014,0.124,0.01,0.014,0.02,0.134,0.118,0.068,0.018,0.053
2015,0.236,0.324,0.322,"Saint Peter's",0.197,0.094,0.086,0.646,0,0,0,0,0.088,0.103,7.33,0.119,0.115,1.031,4.41,0.322,0.424,0.452,0.876,0.354,0.389,0.05,0.01,0.091,0.005,0.008,0.025,0.109,0.188,0.08,0.009,0.049
2017,0.27,0.331,0.402,"Arizona St.",0.185,0.077,0.132,0.733,0,0,0,0,0.117,0.108,5.53,0.161,0.115,1.401,4.25,0.296,0.392,0.413,0.805,0.354,0.331,0.071,0.018,0.119,0.014,0.011,0.018,0.131,0.153,0.065,0.013,0.046
2013,0.254,0.345,0.335,"NJIT",0.173,0.089,0.081,0.68,0,0,0,0,0.095,0.084,5.68,0.169,0.086,1.95,4.06,0.305,0.383,0.403,0.786,0.368,0.305,0.051,0.007,0.112,0.006,0.017,0.024,0.121,0.169,0.059,0.01,0.055
2013,0.254,0.331,0.337,"La Salle",0.183,0.079,0.083,0.668,0,0,0,0,0.092,0.104,5.13,0.152,0.103,1.468,4.24,0.285,0.385,0.399,0.784,0.361,0.342,0.054,0.006,0.098,0.008,0.024,0.022,0.113,0.144,0.064,0.01,0.053
2015,0.262,0.344,0.392,"Lehigh",0.195,0.078,0.13,0.736,1,0,0,0,0.111,0.117,4.94,0.165,0.104,1.588,4.13,0.256,0.36,0.357,0.717,0.376,0.314,0.07,0.018,0.124,0.008,0.019,0.015,0.138,0.149,0.058,0.007,0.049
2019,0.256,0.345,0.374,"Charleston So.",0.204,0.099,0.118,0.719,0,0,0,0,0.108,0.105,5.24,0.182,0.096,1.904,4.27,0.269,0.354,0.389,0.743,0.321,0.362,0.06,0.02,0.119,0.006,0.008,0.017,0.133,0.159,0.058,0.021,0.049
2016,0.258,0.34,0.364,"Quinnipiac",0.183,0.093,0.106,0.704,0,0,0,0,0.105,0.09,5.9,0.151,0.107,1.407,4.25,0.294,0.388,0.407,0.795,0.359,0.352,0.06,0.014,0.103,0.012,0.017,0.016,0.121,0.154,0.065,0.012,0.052
2015,0.239,0.332,0.323,"Washington St.",0.198,0.1,0.084,0.655,0,0,0,0,0.089,0.098,3.44,0.187,0.109,1.721,4.05,0.244,0.344,0.327,0.671,0.363,0.305,0.052,0.006,0.097,0.007,0.021,0.018,0.108,0.11,0.05,0.009,0.044
